COD_INE;ID_REL;codigo_ine;PROVINCIA;ubicacion;SUPERFICIE;PERIMETRO;LONGITUD_ETRS89;LATITUD_ETRS89;ALTITUD
7023000000;1070239;7230;Illes Balears;Ferreries;6608,9395;52132;4,00760611;39,98257652;138
7024000000;1070244;7240;Illes Balears;Formentera;8324,3272;105780;1,4281037;38,7053186;40
7025000000;1070257;7250;Illes Balears;Fornalutx;1948,9994;22173;2,74130906;39,78221695;143
7026000000;1070260;7260;Illes Balears;Eivissa;1114,4405;37320;1,424382;38,911944;8
7027000000;1070276;7270;Illes Balears;Inca;5833,8377;37418;2,91196747;39,72118528;118
7028000000;1070282;7280;Illes Balears;Lloret de Vistalegre;1744,1085;22045;2,97531312;39,61804799;168
7029000000;1070295;7290;Illes Balears;Lloseta;1209,8884;21169;2,86747096;39,71897118;159
7030000000;1070309;7300;Illes Balears;Llubí;3492,0697;27364;3,00508565;39,70079115;71
7031000000;1070316;7310;Illes Balears;Llucmajor;32733,0344;92531;2,89030165;39,49075501;141
7032000000;1070321;7320;Illes Balears;Maó;11731,09;131142;4,264303;39,889762;32,88
7033000000;1070337;7330;Illes Balears;Manacor;26030,5982;109076;3,20952136;39,56889081;90
7034000000;1070342;7340;Illes Balears;Mancor de la Vall;1989,0323;21762;2,87100752;39,75000601;214
7035000000;1070355;7350;Illes Balears;Maria de la Salut;3052,2076;31942;3,07329391;39,66430372;107
7036000000;1070368;7360;Illes Balears;Marratxí;5421,745;33545;2,750216646;39,62197678;138
7037000000;1070374;7370;Illes Balears;Es Mercadal;13833,7911;152074;4,09305293;39,98840625;58
7038000000;1070380;7380;Illes Balears;Montuïri;4112,6975;34763;2,98125608;39,56754682;163
7039000000;1070393;7390;Illes Balears;Muro;5860,7682;38224;3,05731321;39,73685393;72
7040000000;1070407;7001;Illes Balears;Palma;20862,973;175767;2,65181698;39,57114699;24
7041000000;1070414;7400;Illes Balears;Petra;7003,9636;61362;3,11229719;39,61130166;109
7042000000;1070429;7410;Illes Balears;Pollença;15165,4414;106652;3,01575353;39,87749578;47
7043000000;1070435;7420;Illes Balears;Porreres;8691,328;45550;3,02406691;39,5149701;127
7044000000;1070440;7430;Illes Balears;Sa Pobla;4858,6157;38273;3,02339911;39,77003222;23
7045000000;1070453;7440;Illes Balears;Puigpunyent;4231,3701;32347;2,5266031;39,62087168;217
7046000000;1070466;7450;Illes Balears;Sant Antoni de Portmany;12679,8946;73388;1,30418187;38,98087489;9
7047000000;1070472;7510;Illes Balears;Sencelles;5285,739;42113;2,89777048;39,64769631;116
7048000000;1070488;7460;Illes Balears;Sant Josep de sa Talaia;15938,3825;128875;1,29287595;38,92188093;200
7049000000;1070491;7470;Illes Balears;Sant Joan;3853,5875;36555;3,03858511;39,59697822;142
7050000000;1070504;7480;Illes Balears;Sant Joan de Labritja;12165,9265;89430;1,51409527;39,07784991;197
7051000000;1070511;7490;Illes Balears;Sant Llorenç des Cardassar;8208,2701;53958;3,28575127;39,61076123;77
7052000000;1070526;7500;Illes Balears;Sant Lluís;3468,75;43636;4,25765995;39,84910494;59
7053000000;1070532;7520;Illes Balears;Santa Eugènia;2025,1605;23872;2,83985105;39,62413133;129
7054000000;1070547;7530;Illes Balears;Santa Eulària des Riu;15358,4685;111415;1,52911819;38,98383613;53
7055000000;1070550;7540;Illes Balears;Santa Margalida;8650,5626;45455;3,10127212;39,70308972;92
7056000000;1070563;7550;Illes Balears;Santa María del Camí;3761,8673;34221;2,77975044;39,64709883;129
7057000000;1070579;7560;Illes Balears;Santanyí;12486,3057;86642;3,12944446;39,35450328;59
7058000000;1070585;7570;Illes Balears;Selva;4874,7562;41787;2,90186218;39,7553522;200
7059000000;1070598;7580;Illes Balears;ses Salines;3911,8899;41680;3,05568485;39,33869409;42
7060000000;1070602;7590;Illes Balears;Sineu;4773,6825;33521;3,01060535;39,64286417;142
7061000000;1070619;7600;Illes Balears;Sóller;4279,8259;41261;2,71413767;39,7644573;37
7062000000;1070624;7610;Illes Balears;Son Servera;4256,452;35485;3,36006337;39,62043877;80
7063000000;1070630;7620;Illes Balears;Valldemossa;4292,5304;38406;2,62218352;39,70926921;409
7064000000;1070645;7630;Illes Balears;es Castell;1163,44;20602;4,28966629;39,87832753;16
7065000000;1070658;7640;Illes Balears;Vilafranca de Bonany;2395,7809;23515;3,08744135;39,56790262;96
7901000000;1079013;7055;Illes Balears;Ariany;2313,7771;31323;3,11196402;39,65016306;115
7902000000;1079028;7375;Illes Balears;Es Migjorn Gran;3144;31272;4,051704;39,94614691;107
8001000000;1080018;8003;Barcelona;Abrera;1998,4019;23973;1,90221018;41,51794352;106
8002000000;1080023;8006;Barcelona;Aguilar de Segarra;4313,9082;39627;1,63134;41,73937;490
8003000000;1080039;8009;Barcelona;Alella;970,22;14368;2,295316458;41,49361157;90
8004000000;1080044;8012;Barcelona;Alpens;1367,7;23029;2,10093622;42,11918767;857
8005000000;1080057;8015;Barcelona;L'Ametlla del Vallès;1424,81;21836;2,2625552;41,67042597;292
8006000000;1080060;8018;Barcelona;Arenys de Mar;645,3605;14093;2,54953867;41,58055665;13
8007000000;1080076;8021;Barcelona;Arenys de Munt;2147,86;22050;2,53985948;41,60908914;121
8008000000;1080082;8024;Barcelona;Argençola;4725,5163;45709;1,44349093;41,59766695;741
8009000000;1080095;8027;Barcelona;Argentona;2532,29;23983;2,40073304;41,55414605;87
8010000000;1080109;8030;Barcelona;Artés;1785,55;24500;1,95102866;41,799633;339
8011000000;1080116;8033;Barcelona;Avià;2714,59;25898;1,822711799;42,07719221;688
8012000000;1080121;8036;Barcelona;Avinyó;6360,13;53817;1,97121783;41,86339433;364
8013000000;1080137;8039;Barcelona;Avinyonet del Penedès;2923,13;42236;1,77692952;41,36153844;276
8014000000;1080142;8042;Barcelona;Aiguafreda;799,7374;13814;2,25066785;41,76840775;405
8015000000;1080155;8045;Barcelona;Badalona;2096,43;27735;2,24625368;41,45262481;23
8016000000;1080168;8048;Barcelona;Bagà;4308,12;60968;1,86189664;42,25270053;787
8017000000;1080174;8051;Barcelona;Balenyà;1724,78;24391;2,23355625;41,81419402;545
8018000000;1080180;8054;Barcelona;Balsareny;3672,12;27152;1,87760063;41,86322949;329
8019000000;1080193;8001;Barcelona;Barcelona;10076,44;116905;2,17634927;41,38424664;13
8020000000;1080207;8057;Barcelona;Begues;5038,8309;32178;1,92397654;41,33070635;369
8021000000;1080214;8060;Barcelona;Bellprat;3108,88;25534;1,43413553;41,51706258;645
8022000000;1080229;8063;Barcelona;Berga;2252,6;25908;1,8440247;42,10328874;722
8023000000;1080235;8066;Barcelona;Bigues i Riells del Fai;2856,5;30418;2,22171953;41,67774086;309
8024000000;1080240;8069;Barcelona;Borredà;4340,27;56683;1,99399235;42,13544837;853
8025000000;1080253;8072;Barcelona;El Bruc;4743,8028;37056;1,7826575;41,57903397;475
8026000000;1080266;8075;Barcelona;El Brull;4118,54;41443;2,30594351;41,8171574;838
8027000000;1080272;8078;Barcelona;Les Cabanyes;114,84;5472;1,68926987;41,37112957;251
8028000000;1080288;8081;Barcelona;Cabrera d'Anoia;1709,15;25836;1,70296958;41,47829181;301
8029000000;1080291;8084;Barcelona;Cabrera de Mar;900,96;13528;2,39258336;41,52804539;104
8030000000;1080305;8087;Barcelona;Cabrils;698,15;12498;2,36829644;41,52584282;150
8031000000;1080312;8090;Barcelona;Calaf;922,3368;18172;1,5114597;41,73400265;688
8032000000;1080327;8093;Barcelona;Caldes d'Estrac;73,6339;4472;2,52733996;41,56984859;7
8033000000;1080333;8096;Barcelona;Caldes de Montbui;3755,82;34930;2,16488078;41,63121718;205
8034000000;1080348;8099;Barcelona;Calders;3302,1;33161;1,99225057;41,78919345;553
8035000000;1080351;8102;Barcelona;Calella;786,414;12811;2,65807435;41,61378676;5
8036000000;1080364;8105;Barcelona;Calonge de Segarra;3712,8;41602;1,47710318;41,7626169;536
8037000000;1080370;8108;Barcelona;Calldetenes;571,94;11080;2,28367149;41,9260391;489
8038000000;1080386;8111;Barcelona;Callús;1239,38;21201;1,78419181;41,78274113;261
8039000000;1080399;8114;Barcelona;Campins;735,18;11985;2,46316202;41,72478625;313
8040000000;1080403;8117;Barcelona;Canet de Mar;552,02;10957;2,58263796;41,58963398;17
8041000000;1080410;8120;Barcelona;Canovelles;679,56;10331;2,27806994;41,62465146;181
8042000000;1080425;8123;Barcelona;Cànoves i Samalús;2872,37;27804;2,35291599;41,69387738;353
8043000000;1080431;8126;Barcelona;Canyelles;1410,99;16437;1,72239127;41,28683284;141
8044000000;1080446;8129;Barcelona;Capellades;292,01;9913;1,6863149;41,53137121;317
8045000000;1080459;8132;Barcelona;Capolat;3417,54;36657;1,75302449;42,07824313;1279
8046000000;1080462;8135;Barcelona;Cardedeu;1220,75;21473;2,35643981;41,63857345;195
8047000000;1080478;8138;Barcelona;Cardona;6642,52;48312;1,6814463;41,9137431;503
8048000000;1080484;8141;Barcelona;Carme;1133,04;20373;1,62095444;41,5312096;331
8049000000;1080497;8144;Barcelona;Casserres;2946,88;33342;1,84259328;42,01371433;618
8050000000;1080500;8153;Barcelona;Castellar del Riu;3276,69;31275;1,76309557;42,1205015;1277
8051000000;1080517;8156;Barcelona;Castellar del Vallès;4517,93;31448;2,08580516;41,61807776;332
8052000000;1080522;8150;Barcelona;Castellar de n'Hug;4699,51;35174;2,01715654;42,2828734;1397
8053000000;1080538;8159;Barcelona;Castellbell i el Vilar;2851,5389;33253;1,861576895;41,62899055;140
8054000000;1080543;8162;Barcelona;Castellbisbal;3098,35;30385;1,98046176;41,47486094;152
8055000000;1080556;8165;Barcelona;Castellcir;3396,1974;38444;2,14845292;41,75917575;772
8056000000;1080569;8168;Barcelona;Castelldefels;1281,2345;15224;1,97680641;41,27877343;3
8057000000;1080575;8147;Barcelona;Castell de l'Areny;2492,17;26093;1,94534683;42,17342443;954
8058000000;1080581;8171;Barcelona;Castellet i la Gornal;4714,42;50423;1,59139642;41,25426298;105
8059000000;1080594;8177;Barcelona;Castellfollit del Boix;5938,53;48605;1,6851867;41,66502174;702
8060000000;1080608;8174;Barcelona;Castellfollit de Riubregós;2628,87;25948;1,43806257;41,77617894;480
8061000000;1080615;8180;Barcelona;Castellgalí;1728,6945;22810;1,8396602;41,67613293;268
8062000000;1080620;8183;Barcelona;Castellnou de Bages;2913,74;28137;1,83745179;41,83408104;484
8063000000;1080636;8186;Barcelona;Castellolí;2535,23;22937;1,70053944;41,59858126;393
8064000000;1080641;8189;Barcelona;Castellterçol;3183,67;34900;2,12121675;41,75134192;726
8065000000;1080654;8192;Barcelona;Castellví de la Marca;2865,78;23211;1,61932606;41,32614749;192
8066000000;1080667;8195;Barcelona;Castellví de Rosanes;1640,16;20156;1,89891728;41,44913218;183
8067000000;1080673;8198;Barcelona;Centelles;1535,05;20755;2,21940816;41,79843592;519
8068000000;1080689;8201;Barcelona;Cervelló;2411,55;35473;1,95331219;41,39575781;124
8069000000;1080692;8204;Barcelona;Collbató;1806,7;22344;1,82790997;41,57016377;386
8070000000;1080706;8207;Barcelona;Collsuspina;1513,8;20563;2,17489732;41,82557802;902
8071000000;1080713;8210;Barcelona;Copons;1869,67;29659;1,51885626;41,63650072;430
8072000000;1080728;8213;Barcelona;Corbera de Llobregat;1828,41;25317;1,92914739;41,41481133;242
8073000000;1080734;8216;Barcelona;Cornellà de Llobregat;689,49;13307;2,07013202;41,35546934;27
8074000000;1080749;8219;Barcelona;Cubelles;1333;17974;1,67282672;41,20872584;16
8075000000;1080752;8222;Barcelona;Dosrius;4075,21;31922;2,4066352;41,59451952;148
8076000000;1080765;8225;Barcelona;Esparreguera;2731,71;32416;1,86885891;41,54123747;186
8077000000;1080771;8228;Barcelona;Esplugues de Llobregat;452,48;9644;2,0840895;41,37211895;81
8078000000;1080787;8231;Barcelona;L'Espunyola;3538,22;52697;1,76738;42,05376;820
8079000000;1080790;8234;Barcelona;L'Estany;1025,06;16306;2,11255619;41,86923785;872
8080000000;1080804;8237;Barcelona;Fígols;2964,94;29760;1,83665289;42,1816231;1175
8081000000;1080811;8240;Barcelona;Fogars de Montclús;4022,22;36420;2,443422675;41,72774181;392
8082000000;1080826;8243;Barcelona;Fogars de la Selva;3221,28;37016;2,67967453;41,73903942;44
8083000000;1080832;8246;Barcelona;Folgueroles;1096;18204;2,31949881;41,9390191;553
8084000000;1080847;8249;Barcelona;Fonollosa;5215,3014;42547;1,66917921;41,76332667;526
8085000000;1080850;8252;Barcelona;Font-rubí;3706,87;34683;1,651743545;41,41416031;314
8086000000;1080863;8255;Barcelona;Les Franqueses del Vallès;2974,14;26530;2,297273637;41,6363264;191
8087000000;1080879;8258;Barcelona;Gallifa;1638,27;18872;2,11156373;41,69329008;506
8088000000;1080885;8261;Barcelona;La Garriga;1892,25;20406;2,28657941;41,68581739;250
8089000000;1080898;8264;Barcelona;Gavà;3074,7;31357;2,00329904;41,30331666;10
8090000000;1080902;8267;Barcelona;Gaià;3939,93;28746;1,92570947;41,91662143;480
8091000000;1080919;8270;Barcelona;Gelida;2651;26071;1,86136831;41,44053414;162
8092000000;1080924;8273;Barcelona;Gironella;684,78;12366;1,88362316;42,03421419;470
8093000000;1080930;8276;Barcelona;Gisclareny;3650,79;35807;1,786663449;42,25015165;1339
8094000000;1080945;8279;Barcelona;La Granada;642,56;18049;1,71977016;41,37737297;260
8095000000;1080958;8282;Barcelona;Granera;2358,8;29141;2,05700417;41,72551464;766
8096000000;1080961;8285;Barcelona;Granollers;1495,27;18422;2,286177;41,60793085;145
8097000000;1080977;8288;Barcelona;Gualba;2306,64;22817;2,50180713;41,73202048;178
8098000000;1080983;8291;Barcelona;Sant Salvador de Guardiola;3711,37;30760;1,76706597;41,68029526;330
8099000000;1080996;8294;Barcelona;Guardiola de Berguedà;6138,61;70055;1,87777073;42,23117944;725
8100000000;1081000;8297;Barcelona;Gurb;5114,9112;42155;2,22222604;41,95552384;562
8101000000;1081017;8300;Barcelona;L'Hospitalet de Llobregat;1360,34;19520;2,10138287;41,35977051;11
8102000000;1081022;8303;Barcelona;Igualada;820,37;17014;1,61829588;41,57895096;313
8103000000;1081038;8306;Barcelona;Jorba;3106,25;32513;1,54564515;41,60164387;402
8104000000;1081043;8309;Barcelona;La Llacuna;5230,81;43571;1,53455398;41,47272968;610
8105000000;1081056;8312;Barcelona;La Llagosta;302,09;8323;2,19120729;41,51398767;53
8106000000;1081069;8315;Barcelona;Llinars del Vallès;2770,3;34462;2,39801856;41,63994246;189
8107000000;1081075;8318;Barcelona;Lliçà d'Amunt;2236,84;26272;2,23831648;41,61098359;142
8108000000;1081081;8321;Barcelona;Lliçà de Vall;1070,71;16277;2,24224029;41,59155415;120
8109000000;1081094;8324;Barcelona;Lluçà;5333,32;53464;2,035117501;42,05049973;750
8110000000;1081108;8327;Barcelona;Malgrat de Mar;879,12;14409;2,74216721;41,64634039;2
8111000000;1081115;8330;Barcelona;Malla;1095,34;22542;2,24351;41,89463;510
8112000000;1081120;8333;Barcelona;Manlleu;1729,4127;20990;2,28502818;42,00112671;460
8113000000;1081136;8336;Barcelona;Manresa;4162,74;33504;1,826990985;41,72312665;234
8114000000;1081141;8339;Barcelona;Martorell;1284,51;22301;1,91913747;41,47800328;79
8115000000;1081154;8342;Barcelona;Martorelles;365,77;8206;2,23596848;41,52811993;104
8116000000;1081167;8345;Barcelona;Les Masies de Roda;1622,7368;36071;2,306728466;41,98992862;450
8117000000;1081173;8348;Barcelona;Les Masies de Voltregà;2218,8831;33179;2,233960559;42,02511777;411
8118000000;1081189;8351;Barcelona;El Masnou;336,51;16256;2,31648978;41,47943758;26
8119000000;1081192;8354;Barcelona;Masquefa;1744,39;24584;1,81108415;41,50263521;259
8120000000;1081206;8357;Barcelona;Matadepera;2536,66;24623;2,027681;41,59921764;425
8121000000;1081213;8360;Barcelona;Mataró;2243,89;25535;2,44658062;41,5408469;26
8122000000;1081228;8363;Barcelona;Mediona;4801,52;36455;1,60956101;41,47602976;427
8123000000;1081234;8366;Barcelona;Molins de Rei;1572,19;20012;2,01736908;41,4132111;36
8124000000;1081249;8369;Barcelona;Mollet del Vallès;1081,62;16406;2,21349119;41,53924556;64
8125000000;1081252;8372;Barcelona;Montcada i Reixac;2346,27;32775;2,18796375;41,48680767;38
8126000000;1081265;8375;Barcelona;Montgat;286,36;8934;2,27924608;41,46808596;34
8127000000;1081271;8378;Barcelona;Monistrol de Montserrat;1191,23;22127;1,84426526;41,61077964;159
8128000000;1081287;8381;Barcelona;Monistrol de Calders;2197,33;25734;2,01344124;41,75953746;442
8129000000;1081290;8384;Barcelona;Muntanyola;4050,09;56975;2,17787241;41,87823488;811
8130000000;1081304;8387;Barcelona;Montclar;2227,5033;40935;1,76525378;42,01860035;726
8131000000;1081311;8390;Barcelona;Montesquiu;484,72;12112;2,20940132;42,10946646;574
8132000000;1081326;8393;Barcelona;Montmajor;7643,76;109776;1,7354;42,01778;750
8133000000;1081332;8396;Barcelona;Montmaneu;1359,8959;18153;1,41541536;41,62552907;708
8134000000;1081347;8399;Barcelona;Figaró-Montmany;1495,15;24624;2,27364761;41,72136799;537
8135000000;1081350;8402;Barcelona;Montmeló;388,04;11294;2,24905716;41,54994979;79
8136000000;1081363;8405;Barcelona;Montornès del Vallès;1024,44;17374;2,26531071;41,54301105;90
8137000000;1081379;8408;Barcelona;Montseny;2654,05;34287;2,39517088;41,75971074;530
8138000000;1081385;8411;Barcelona;Moià;7591,81;48048;2,09879806;41,81146936;711
8139000000;1081398;8414;Barcelona;Mura;4791,05;37646;1,97570776;41,6987531;451
8140000000;1081402;8417;Barcelona;Navarcles;551,78;13163;1,90480876;41,75211432;261
8141000000;1081419;8420;Barcelona;Navàs;8068,91;61310;1,87846147;41,9008495;370
8142000000;1081424;8423;Barcelona;La Nou de Berguedà;2489,14;23033;1,88524252;42,16597575;872
8143000000;1081430;8426;Barcelona;Òdena;5228,8237;43330;1,63846821;41,60541091;423
8144000000;1081445;8429;Barcelona;Olvan;3566,53;36129;1,90522095;42,05763181;558
8145000000;1081458;8432;Barcelona;Olèrdola;2998,4;39821;1,72101622;41,31989266;189
8146000000;1081461;8435;Barcelona;Olesa de Bonesvalls;3086,08;26440;1,84885488;41,35335407;276
8147000000;1081477;8438;Barcelona;Olesa de Montserrat;1669,0672;19686;1,89387309;41,54584016;125
8148000000;1081483;8441;Barcelona;Olivella;3881,37;35551;1,81063174;41,31036088;209
8149000000;1081496;8444;Barcelona;Olost;2898,17;27368;2,09617479;41,98591725;568
8150000000;1081509;8447;Barcelona;Orís;2704,04;30649;2,239220053;42,05798976;570
8151000000;1081516;8450;Barcelona;Oristà;6858,94;49581;2,06026698;41,93204914;467
8152000000;1081521;8453;Barcelona;Orpí;1534,93;19275;1,575548095;41,51866251;483
8153000000;1081537;8456;Barcelona;Òrrius;552,91;11970;2,35494034;41,55518612;255
8154000000;1081542;8459;Barcelona;Pacs del Penedès;608,86;10453;1,66960999;41,36067132;204
8155000000;1081555;8462;Barcelona;Palafolls;1651,37;18047;2,74918364;41,66727049;19
8156000000;1081568;8465;Barcelona;Palau-solità i Plegamans;1502,54;18398;2,18068232;41,58739422;147
8157000000;1081574;8468;Barcelona;Pallejà;846,33;17183;1,99610661;41,42412484;44
8158000000;1081580;8471;Barcelona;El Papiol;885,31;13428;2,01042293;41,43887689;136
8159000000;1081593;8474;Barcelona;Parets del Vallès;915,52;17691;2,23447723;41,57329035;92
8160000000;1081607;8477;Barcelona;Perafita;1965,24;23711;2,1065794;42,0421094;753
8161000000;1081614;8480;Barcelona;Piera;5722,02;46468;1,743458481;41,51806079;286
8162000000;1081629;8483;Barcelona;Els Hostalets de Pierola;3350,0471;33003;1,770237;41,533939;295
8163000000;1081635;8486;Barcelona;Pineda de Mar;1029,86;18464;2,68966552;41,6287647;10
8164000000;1081640;8489;Barcelona;El Pla del Penedès;949,82;14441;1,71293159;41,41788382;217
8165000000;1081653;8492;Barcelona;La Pobla de Claramunt;1855,18;22507;1,675486833;41,55497611;263
8166000000;1081666;8495;Barcelona;La Pobla de Lillet;5151,5254;34354;1,97474924;42,24430778;843
8167000000;1081672;8498;Barcelona;Polinyà;881,4964;14729;2,15742381;41,5565656;125
8168000000;1081688;8501;Barcelona;Pontons;2578,35;28401;1,51689813;41,41610117;574
8169000000;1081691;8504;Barcelona;El Prat de Llobregat;3367,62;39524;2,0926236;41,33095848;5
8170000000;1081705;8510;Barcelona;Els Prats de Rei;2602,46;44253;1,54209814;41,70526754;606
8171000000;1081712;8507;Barcelona;Prats de Lluçanès;1344,79;17783;2,02937379;42,00936587;708
8172000000;1081727;8513;Barcelona;Premià de Mar;196,3445;7838;2,35662125;41,48960471;8
8174000000;1081748;8519;Barcelona;Puigdàlber;64,54;5090;1,70048194;41,40553891;237
8175000000;1081751;8522;Barcelona;Puig-reig;4588,34;45318;1,88151932;41,97086915;455
8176000000;1081764;8525;Barcelona;Pujalt;3152,9066;36344;1,42076522;41,71757984;766
8177000000;1081770;8528;Barcelona;La Quar;3794,79;30585;1,961791;42,079586;850
8178000000;1081786;8531;Barcelona;Rajadell;4545,5871;36322;1,70630113;41,72748048;364
8179000000;1081799;8534;Barcelona;Rellinars;1785,24;22456;1,9107575;41,63628777;354
8180000000;1081803;8537;Barcelona;Ripollet;440,2908;9829;2,15517594;41,49708333;77
8181000000;1081810;8540;Barcelona;La Roca del Vallès;3678,63;32239;2,32542696;41,58658677;121
8182000000;1081825;8543;Barcelona;El Pont de Vilomara i Rocafort;2745,81;26948;1,87116652;41,69986456;204
8183000000;1081831;8546;Barcelona;Roda de Ter;222,72;8542;2,31045051;41,98389922;453
8184000000;1081846;8549;Barcelona;Rubí;3217,14;29420;2,03003252;41,49173695;123
8185000000;1081859;8552;Barcelona;Rubió;4801,81;39812;1,57832874;41,64443902;699
8187000000;1081878;8558;Barcelona;Sabadell;3752,8259;42483;2,10778994;41,54695899;191
8188000000;1081884;8561;Barcelona;Sagàs;4456,6;40097;1,96322301;42,05223484;738
8189000000;1081897;8564;Barcelona;Sant Pere Sallavinera;2202,62;23189;1,57460777;41,73635219;583
8190000000;1081901;8567;Barcelona;Saldes;6680,57;42672;1,73609251;42,22931792;1214
8191000000;1081918;8570;Barcelona;Sallent;6530,28;51610;1,89657043;41,8236577;278
8192000000;1081923;8573;Barcelona;Santpedor;1674,85;19727;1,83917708;41,78453445;323
8193000000;1081939;8576;Barcelona;Sant Iscle de Vallalta;1788,68;18966;2,56928753;41,62356007;129
8194000000;1081944;8579;Barcelona;Sant Adrià de Besòs;390,2;11919;2,21447569;41,43402794;15
8195000000;1081957;8582;Barcelona;Sant Agustí de Lluçanès;1359,58;16820;2,12753816;42,08481721;814
8196000000;1081960;8585;Barcelona;Sant Andreu de la Barca;564,02;11510;1,97523925;41,44675659;43
8197000000;1081976;8588;Barcelona;Sant Andreu de Llavaneres;1190,43;20220;2,48247164;41,57427707;113
8198000000;1081982;8591;Barcelona;Sant Antoni de Vilamajor;1392,2437;16698;2,400830675;41,67343747;255
8199000000;1081995;8594;Barcelona;Sant Bartomeu del Grau;3465,68;33459;2,17268926;41,98389071;869
8200000000;1082009;8597;Barcelona;Sant Boi de Llobregat;2208,11;29898;2,04182116;41,3425371;32
8201000000;1082016;8600;Barcelona;Sant Boi de Lluçanès;2005,26;23112;2,15178208;42,05745693;808
8202000000;1082021;8603;Barcelona;Sant Celoni;6530,27;45436;2,4898404;41,6897174;158
8203000000;1082037;8606;Barcelona;Sant Cebrià de Vallalta;1574,07;19720;2,60179064;41,62035299;73
8204000000;1082042;8609;Barcelona;Sant Climent de Llobregat;1081,6;15962;1,99575666;41,33636238;83
8205000000;1082055;8612;Barcelona;Sant Cugat del Vallès;4821,4;46410;2,085036542;41,47072185;116
8206000000;1082068;8615;Barcelona;Sant Cugat Sesgarrigues;628,64;13560;1,75308213;41,36446206;266
8207000000;1082074;8618;Barcelona;Sant Esteve de Palautordera;1065,14;15614;2,43430206;41,70476065;233
8208000000;1082080;8621;Barcelona;Sant Esteve Sesrovires;1848,12;24639;1,874316012;41,49324689;170
8209000000;1082093;8624;Barcelona;Sant Fost de Campsentelles;1321,03;15922;2,2330792;41,52003914;87
8210000000;1082107;8627;Barcelona;Sant Feliu de Codines;1503,19;17474;2,161917;41,68762454;467
8211000000;1082114;8630;Barcelona;Sant Feliu de Llobregat;1197,59;19082;2,04579427;41,38074375;25
8212000000;1082129;8633;Barcelona;Sant Feliu Sasserra;2304,37;31774;2,02329755;41,94388187;616
8213000000;1082135;8636;Barcelona;Sant Fruitós de Bages;2212,3;25386;1,87003405;41,75150776;249
8214000000;1082140;8639;Barcelona;Vilassar de Dalt;897,76;18018;2,35833463;41,5174919;139
8215000000;1082153;8642;Barcelona;Sant Hipòlit de Voltregà;89,6142;3891;2,23718339;42,01563503;532
8216000000;1082166;8645;Barcelona;Sant Jaume de Frontanyà;2128,46;23582;2,02437969;42,1872088;1075
8217000000;1082172;8654;Barcelona;Sant Joan Despí;561,76;12842;2,05542054;41,36756402;14
8218000000;1082188;8648;Barcelona;Sant Joan de Vilatorrada;1636,94;25833;1,80667596;41,74476103;221
8219000000;1082191;8651;Barcelona;Vilassar de Mar;396,2452;8473;2,39181862;41,50345155;11
8220000000;1082205;8657;Barcelona;Sant Julià de Vilatorta;1619,9298;22240;2,32482499;41,92240618;595
8221000000;1082212;8660;Barcelona;Sant Just Desvern;778,85;14559;2,07609668;41,38602589;125
8222000000;1082227;8663;Barcelona;Sant Llorenç d'Hortons;1942,81;25563;1,82533004;41,46817564;196
8223000000;1082233;8666;Barcelona;Sant Llorenç Savall;4120,84;31454;2,05744502;41,67883526;466
8224000000;1082248;8669;Barcelona;Sant Martí de Centelles;2589,21;28373;2,20457246;41,76581942;730
8225000000;1082251;8675;Barcelona;Sant Martí d'Albars;1472,21;19678;2,07417404;42,02792876;632
8226000000;1082264;8672;Barcelona;Sant Martí de Tous;3903,46;30066;1,52455178;41,55991606;457
8227000000;1082270;8678;Barcelona;Sant Martí Sarroca;3528,19;33364;1,61079036;41,38641303;295
8228000000;1082286;8681;Barcelona;Sant Martí Sesgueioles;386,52;8486;1,48983191;41,70149457;640
8229000000;1082299;8684;Barcelona;Sant Mateu de Bages;10232,3024;62597;1,73482924;41,7956461;570
8230000000;1082303;8687;Barcelona;Premià de Dalt;649,77;14050;2,34158045;41,50802045;139
8231000000;1082310;8690;Barcelona;Sant Pere de Ribes;4088,0304;31246;1,77197485;41,26069324;44
8232000000;1082325;8693;Barcelona;Sant Pere de Riudebitlles;533,51;13392;1,70331245;41,45387708;245
8233000000;1082331;8696;Barcelona;Sant Pere de Torelló;5499,72;39400;2,29696989;42,0757299;619
8234000000;1082346;8699;Barcelona;Sant Pere de Vilamajor;3444,55;32236;2,39042786;41,68357746;290
8235000000;1082359;8702;Barcelona;Sant Pol de Mar;744;14265;2,6244038;41,60194593;6
8236000000;1082362;8705;Barcelona;Sant Quintí de Mediona;1384,49;20325;1,66341002;41,4625267;326
8237000000;1082378;8708;Barcelona;Sant Quirze de Besora;815,78;21193;2,22310495;42,1005895;585
8238000000;1082384;8711;Barcelona;Sant Quirze del Vallès;1446;24251;2,08098195;41,53329124;189
8239000000;1082397;8714;Barcelona;Sant Quirze Safaja;2589,05;32970;2,1549131;41,72792438;629
8240000000;1082401;8717;Barcelona;Sant Sadurní d'Anoia;1895,18;21313;1,79006877;41,4247105;156
8241000000;1082418;8720;Barcelona;Sant Sadurní d'Osormort;3068,7;32204;2,38128252;41,90203525;526
8242000000;1082423;8735;Barcelona;Marganell;1335,29;28784;1,79095095;41,64111656;337
8243000000;1082439;8738;Barcelona;Santa Cecília de Voltregà;865,8081;16406;2,22232505;41,99305489;520
