Comunidad Autónoma;Provincia;codigo_ine;ubicacion;total Paro Registrado;Paro hombre edad < 25;Paro hombre edad 25 -45 ;Paro hombre edad >=45;Paro mujer edad < 25;Paro mujer edad 25 -45 ;Paro mujer edad >=45;Paro Agricultura;Paro Industria;Paro Construcción;Paro Servicios;Paro Sin empleo Anterior
Castilla y León;Burgos;9270;Pinilla Trasmonte;<5;0;0;<5;0;0;<5;0;0;0;<5;0
Castilla y León;Burgos;9272;Poza de la Sal;5;0;<5;<5;0;0;<5;0;0;0;5;0
Castilla y León;Burgos;9273;Prádanos de Bureba;<5;0;0;<5;0;0;<5;0;<5;0;<5;0
Castilla y León;Burgos;9274;Pradoluengo;44;0;5;13;<5;7;18;<5;9;<5;27;<5
Castilla y León;Burgos;9275;Presencio;10;0;<5;<5;0;<5;<5;<5;0;<5;6;<5
Castilla y León;Burgos;9276;Puebla de Arganzón, La;16;<5;<5;<5;0;<5;7;0;5;0;9;<5
Castilla y León;Burgos;9277;Puentedura;<5;<5;0;<5;0;0;0;0;<5;<5;0;0
Castilla y León;Burgos;9279;Quemada;11;0;<5;<5;0;<5;<5;<5;<5;0;8;0
Castilla y León;Burgos;9280;Quintanabureba;<5;<5;0;0;0;0;0;0;0;0;0;<5
Castilla y León;Burgos;9281;Quintana del Pidio;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Burgos;9283;Quintanaélez;<5;0;0;<5;0;0;<5;0;0;<5;<5;0
Castilla y León;Burgos;9287;Quintanaortuño;5;0;<5;<5;0;<5;0;0;<5;<5;<5;0
Castilla y León;Burgos;9288;Quintanapalla;<5;0;0;0;0;0;<5;0;0;0;<5;0
Castilla y León;Burgos;9289;Quintanar de la Sierra;57;<5;5;18;0;11;22;<5;8;5;41;<5
Castilla y León;Burgos;9292;Quintanavides;<5;0;<5;<5;0;0;<5;0;0;0;<5;0
Castilla y León;Burgos;9294;Quintanilla de la Mata;<5;0;0;0;<5;<5;<5;0;0;0;<5;0
Castilla y León;Burgos;9295;Quintanilla del Coco;<5;0;0;0;0;0;<5;0;0;0;<5;0
Castilla y León;Burgos;9297;Quintanillas, Las;9;0;<5;6;0;<5;0;<5;<5;<5;<5;0
Castilla y León;Burgos;9298;Quintanilla San García;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Burgos;9301;Quintanilla Vivar;28;<5;<5;8;<5;<5;11;0;7;0;19;<5
Castilla y León;Burgos;9302;Rabanera del Pinar;<5;0;<5;<5;0;0;0;0;0;0;<5;0
Castilla y León;Burgos;9303;Rábanos;<5;0;0;0;0;0;<5;0;0;0;<5;0
Castilla y León;Burgos;9304;Rabé de las Calzadas;<5;0;<5;<5;0;0;0;0;0;0;<5;0
Castilla y León;Burgos;9306;Rebolledo de la Torre;<5;0;0;<5;0;0;0;0;0;<5;<5;0
Castilla y León;Burgos;9307;Redecilla del Camino;6;0;0;<5;0;0;<5;0;0;<5;5;0
Castilla y León;Burgos;9308;Redecilla del Campo;<5;0;<5;<5;0;<5;0;0;0;<5;<5;<5
Castilla y León;Burgos;9309;Regumiel de la Sierra;8;0;0;<5;0;<5;<5;0;0;0;8;0
Castilla y León;Burgos;9310;Reinoso;<5;0;0;<5;0;0;0;0;0;0;<5;0
Castilla y León;Burgos;9311;Retuerta;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Burgos;9312;Revilla y Ahedo, La;<5;0;0;<5;0;<5;<5;0;<5;0;<5;0
Castilla y León;Burgos;9314;Revilla del Campo;<5;0;<5;<5;0;0;<5;<5;0;<5;<5;0
Castilla y León;Burgos;9315;Revillarruz;24;<5;<5;6;0;7;7;0;<5;<5;19;<5
Castilla y León;Burgos;9316;Revilla Vallejera;<5;0;0;0;0;<5;0;0;0;0;<5;0
Castilla y León;Burgos;9317;Rezmondo;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Burgos;9318;Riocavado de la Sierra;<5;0;0;<5;0;0;<5;0;0;0;<5;<5
Castilla y León;Burgos;9321;Roa;110;8;19;28;9;25;21;53;11;<5;36;7
Castilla y León;Burgos;9323;Rojas;<5;0;0;<5;0;0;<5;0;0;0;<5;<5
Castilla y León;Burgos;9325;Royuela de Río Franco;<5;0;0;<5;0;0;<5;<5;0;0;<5;0
Castilla y León;Burgos;9326;Rubena;11;<5;<5;<5;<5;<5;6;0;<5;0;9;<5
Castilla y León;Burgos;9327;Rublacedo de Abajo;<5;0;0;0;0;<5;<5;0;0;0;<5;0
Castilla y León;Burgos;9328;Rucandio;<5;0;0;<5;0;0;0;0;0;0;<5;0
Castilla y León;Burgos;9329;Salas de Bureba;6;0;0;5;0;0;<5;0;<5;0;<5;0
Castilla y León;Burgos;9330;Salas de los Infantes;58;<5;5;14;<5;11;22;<5;6;5;38;5
Castilla y León;Burgos;9332;Saldaña de Burgos;6;0;<5;<5;0;0;<5;<5;0;0;5;0
Castilla y León;Burgos;9334;Salinillas de Bureba;<5;0;0;<5;0;0;<5;<5;0;0;<5;0
Castilla y León;Burgos;9335;San Adrián de Juarros;<5;0;0;<5;0;0;<5;0;0;0;<5;0
Castilla y León;Burgos;9337;San Juan del Monte;12;0;<5;<5;<5;0;6;<5;<5;<5;6;<5
Castilla y León;Burgos;9338;San Mamés de Burgos;11;0;<5;<5;0;<5;<5;0;<5;0;8;0
Castilla y León;Burgos;9339;San Martín de Rubiales;6;<5;<5;<5;0;<5;<5;<5;<5;0;<5;0
Castilla y León;Burgos;9340;San Millán de Lara;<5;0;0;<5;0;0;<5;0;<5;<5;0;0
Castilla y León;Burgos;9343;Santa Cecilia;<5;0;0;0;0;0;<5;0;<5;0;<5;0
Castilla y León;Burgos;9345;Santa Cruz de la Salceda;<5;0;<5;0;0;<5;0;0;<5;0;<5;0
Castilla y León;Burgos;9346;Santa Cruz del Valle Urbión;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Burgos;9347;Santa Gadea del Cid;<5;0;0;<5;0;0;<5;0;<5;0;<5;0
Castilla y León;Burgos;9348;Santa Inés;7;0;0;<5;0;0;<5;0;<5;<5;<5;0
Castilla y León;Burgos;9350;Santa María del Campo;7;0;<5;<5;<5;0;<5;<5;0;<5;<5;<5
Castilla y León;Burgos;9351;Santa María del Invierno;<5;0;0;<5;0;0;0;0;0;0;<5;0
Castilla y León;Burgos;9352;Santa María del Mercadillo;<5;0;0;<5;0;0;0;0;0;<5;0;0
Castilla y León;Burgos;9353;Santa María Rivarredonda;6;0;0;<5;0;0;<5;0;0;0;6;0
Castilla y León;Burgos;9354;Santa Olalla de Bureba;<5;0;<5;<5;0;<5;0;<5;0;0;<5;<5
Castilla y León;Burgos;9355;Santibáñez de Esgueva;<5;0;<5;<5;0;0;0;0;0;0;<5;0
Castilla y León;Burgos;9356;Santibáñez del Val;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Burgos;9358;Santo Domingo de Silos;<5;0;0;0;0;<5;0;0;0;0;<5;0
Castilla y León;Burgos;9360;San Vicente del Valle;<5;0;0;<5;0;0;0;0;0;0;<5;0
Castilla y León;Burgos;9361;Sargentes de la Lora;<5;0;0;0;0;0;<5;0;0;0;<5;0
Castilla y León;Burgos;9362;Sarracín;14;0;0;6;0;<5;5;0;<5;0;11;<5
Castilla y León;Burgos;9363;Sasamón;12;0;<5;6;0;<5;<5;<5;<5;<5;8;0
Castilla y León;Burgos;9365;Sequera de Haza, La;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Burgos;9366;Solarana;<5;0;0;<5;0;0;<5;0;0;0;<5;0
Castilla y León;Burgos;9368;Sordillos;<5;0;0;<5;0;0;0;0;<5;0;0;0
Castilla y León;Burgos;9369;Sotillo de la Ribera;14;0;6;0;0;<5;<5;6;0;<5;6;<5
Castilla y León;Burgos;9372;Sotragero;17;<5;<5;<5;0;<5;7;0;<5;<5;11;<5
Castilla y León;Burgos;9373;Sotresgudo;6;0;<5;<5;0;<5;<5;0;<5;0;<5;0
Castilla y León;Burgos;9374;Susinos del Páramo;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Burgos;9375;Tamarón;<5;0;<5;0;<5;0;<5;0;<5;0;<5;0
Castilla y León;Burgos;9377;Tardajos;18;<5;<5;<5;<5;<5;7;<5;<5;<5;12;<5
Castilla y León;Burgos;9378;Tejada;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Burgos;9380;Terradillos de Esgueva;<5;0;0;0;0;<5;0;0;0;0;<5;0
Castilla y León;Burgos;9381;Tinieblas de la Sierra;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Burgos;9382;Tobar;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Burgos;9384;Tordómar;11;0;<5;<5;0;<5;<5;<5;<5;<5;5;0
Castilla y León;Burgos;9386;Torrecilla del Monte;<5;0;0;<5;0;0;<5;0;0;<5;<5;0
Castilla y León;Burgos;9387;Torregalindo;<5;0;0;0;0;0;<5;0;0;0;<5;<5
Castilla y León;Burgos;9388;Torrelara;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Burgos;9389;Torrepadre;<5;0;0;<5;0;<5;<5;0;0;0;<5;0
Castilla y León;Burgos;9390;Torresandino;6;0;0;<5;0;0;5;0;<5;0;5;0
Castilla y León;Burgos;9391;Tórtoles de Esgueva;10;0;0;<5;0;<5;5;<5;<5;0;6;0
Castilla y León;Burgos;9392;Tosantos;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Burgos;9394;Trespaderne;25;0;0;8;<5;<5;12;<5;<5;<5;18;<5
Castilla y León;Burgos;9395;Tubilla del Agua;5;0;<5;<5;0;0;<5;0;<5;0;<5;0
Castilla y León;Burgos;9396;Tubilla del Lago;<5;0;<5;0;0;0;<5;0;<5;0;<5;0
Castilla y León;Burgos;9398;Úrbel del Castillo;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Burgos;9400;Vadocondes;11;0;<5;<5;0;<5;6;<5;<5;<5;6;0
Castilla y León;Burgos;9403;Valdeande;<5;0;<5;0;0;0;<5;<5;0;0;<5;0
Castilla y León;Burgos;9405;Valdezate;<5;0;0;0;0;0;<5;0;0;0;<5;0
Castilla y León;Burgos;9406;Valdorros;14;0;<5;<5;0;5;<5;0;<5;0;12;0
Castilla y León;Burgos;9407;Valmala;<5;0;0;<5;0;0;0;0;0;0;<5;0
Castilla y León;Burgos;9408;Vallarta de Bureba;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Burgos;9409;Valle de Manzanedo;<5;0;<5;<5;0;0;<5;0;0;0;<5;0
Castilla y León;Burgos;9410;Valle de Mena;158;5;14;46;<5;24;67;<5;22;10;116;8
Castilla y León;Burgos;9411;Valle de Oca;<5;0;<5;<5;0;<5;0;0;0;0;<5;0
Castilla y León;Burgos;9412;Valle de Tobalina;27;<5;<5;9;<5;6;6;0;<5;<5;24;<5
Castilla y León;Burgos;9413;Valle de Valdebezana;18;<5;<5;<5;0;5;5;0;<5;<5;13;0
Castilla y León;Burgos;9414;Valle de Valdelaguna;<5;0;0;<5;0;0;0;0;<5;0;0;0
Castilla y León;Burgos;9415;Valle de Valdelucio;8;0;0;<5;0;<5;<5;<5;0;0;6;<5
Castilla y León;Burgos;9416;Valle de Zamanzas;<5;0;<5;<5;0;0;<5;0;0;0;<5;0
Castilla y León;Burgos;9417;Vallejera;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Burgos;9418;Valles de Palenzuela;<5;0;0;<5;0;0;<5;<5;0;0;<5;0
Castilla y León;Burgos;9419;Valluércanes;<5;0;0;<5;0;0;0;0;0;0;<5;0
Castilla y León;Burgos;9421;Vid y Barrios, La;7;0;<5;<5;0;<5;<5;<5;<5;<5;<5;0
Castilla y León;Burgos;9422;Vid de Bureba, La;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Burgos;9423;Vileña;<5;0;0;<5;0;0;0;0;0;<5;0;0
Castilla y León;Burgos;9424;Viloria de Rioja;<5;0;0;<5;0;0;0;0;0;0;<5;0
Castilla y León;Burgos;9425;Vilviestre del Pinar;19;0;<5;5;<5;<5;7;0;<5;0;16;<5
Castilla y León;Burgos;9427;Villadiego;24;0;6;5;0;<5;10;0;<5;<5;19;<5
Castilla y León;Burgos;9428;Villaescusa de Roa;<5;0;<5;0;0;0;<5;0;<5;0;<5;0
Castilla y León;Burgos;9429;Villaescusa la Sombría;<5;0;0;<5;0;0;0;0;0;0;<5;0
Castilla y León;Burgos;9430;Villaespasa;<5;0;0;<5;0;0;<5;<5;0;0;<5;0
Castilla y León;Burgos;9431;Villafranca Montes de Oca;5;0;<5;<5;0;0;<5;<5;0;0;<5;<5
Castilla y León;Burgos;9432;Villafruela;<5;0;0;<5;0;0;<5;0;0;<5;<5;0
Castilla y León;Burgos;9433;Villagalijo;<5;0;0;<5;0;0;<5;0;0;0;<5;0
Castilla y León;Burgos;9434;Villagonzalo Pedernales;45;<5;6;<5;<5;14;18;0;5;0;34;6
Castilla y León;Burgos;9437;Villahoz;11;0;0;<5;0;<5;5;0;<5;0;8;<5
Castilla y León;Burgos;9438;Villalba de Duero;17;<5;0;<5;0;<5;9;<5;5;0;9;0
Castilla y León;Burgos;9439;Villalbilla de Burgos;43;<5;<5;10;<5;9;17;<5;6;<5;32;<5
Castilla y León;Burgos;9440;Villalbilla de Gumiel;<5;0;0;0;0;0;<5;0;0;<5;<5;0
Castilla y León;Burgos;9441;Villaldemiro;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Burgos;9442;Villalmanzo;12;0;<5;<5;0;<5;6;<5;<5;<5;9;0
Castilla y León;Burgos;9443;Villamayor de los Montes;<5;0;<5;<5;0;0;0;0;0;<5;<5;0
Castilla y León;Burgos;9444;Villamayor de Treviño;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Burgos;9445;Villambistia;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Burgos;9446;Villamedianilla;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Burgos;9447;Villamiel de la Sierra;<5;0;0;<5;0;0;0;0;0;<5;<5;0
Castilla y León;Burgos;9448;Villangómez;5;0;0;0;0;0;5;0;<5;<5;<5;0
Castilla y León;Burgos;9449;Villanueva de Argaño;<5;0;0;0;0;<5;0;0;0;0;<5;0
Castilla y León;Burgos;9450;Villanueva de Carazo;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Burgos;9451;Villanueva de Gumiel;8;0;0;<5;0;<5;5;0;<5;<5;5;0
Castilla y León;Burgos;9454;Villanueva de Teba;<5;0;0;<5;0;0;<5;0;0;0;<5;0
Castilla y León;Burgos;9455;Villaquirán de la Puebla;<5;0;0;0;0;<5;<5;0;0;0;<5;0
Castilla y León;Burgos;9456;Villaquirán de los Infantes;5;0;0;<5;0;0;<5;<5;<5;0;<5;0
Castilla y León;Burgos;9458;Villariezo;25;<5;<5;6;0;<5;14;0;5;<5;16;<5
Castilla y León;Burgos;9460;Villasandino;7;0;0;<5;0;<5;<5;0;0;<5;5;0
Castilla y León;Burgos;9463;Villasur de Herreros;6;0;0;<5;0;<5;<5;<5;<5;0;<5;<5
Castilla y León;Burgos;9464;Villatuelda;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Burgos;9466;Villaverde del Monte;<5;0;0;<5;0;0;<5;0;0;0;<5;0
Castilla y León;Burgos;9467;Villaverde-Mogina;<5;0;0;0;<5;0;<5;<5;0;0;<5;0
Castilla y León;Burgos;9471;Villayerno Morquillas;9;0;<5;6;0;0;<5;0;0;<5;6;0
Castilla y León;Burgos;9472;Villazopeque;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Burgos;9473;Villegas;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Burgos;9476;Villoruebo;<5;0;0;<5;0;0;0;0;0;0;<5;0
Castilla y León;Burgos;9478;Vizcaínos;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Burgos;9480;Zael;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Burgos;9482;Zarzosa de Río Pisuerga;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Burgos;9483;Zazuar;7;<5;<5;<5;0;0;<5;0;<5;<5;5;0
Castilla y León;Burgos;9485;Zuñeda;<5;0;0;0;0;0;<5;0;0;0;<5;0
Castilla y León;Burgos;9901;Quintanilla del Agua y Tordueles;14;0;0;5;0;5;<5;6;<5;<5;6;0
Castilla y León;Burgos;9902;Valle de Santibáñez;14;<5;<5;<5;0;<5;6;0;<5;<5;11;0
Castilla y León;Burgos;9903;Villarcayo de Merindad de Castilla la Vieja;205;9;28;60;7;34;67;<5;24;15;149;14
Castilla y León;Burgos;9904;Valle de las Navas;6;0;0;<5;0;<5;<5;0;<5;0;<5;0
Castilla y León;Burgos;9905;Valle de Sedano;11;<5;0;5;0;0;5;0;0;0;10;<5
Castilla y León;Burgos;9906;Merindad de Río Ubierna;30;<5;<5;7;<5;5;11;<5;<5;<5;18;5
Castilla y León;Burgos;9907;Alfoz de Quintanadueñas;88;<5;15;18;5;15;32;0;14;6;65;<5
Castilla y León;Burgos;9908;Valle de Losa;18;0;<5;<5;0;<5;9;<5;<5;<5;13;<5
Castilla y León;León;24001;Acebedo;<5;0;0;<5;0;<5;<5;0;0;0;<5;0
Castilla y León;León;24002;Algadefe;11;0;<5;6;0;<5;<5;<5;<5;<5;7;0
Castilla y León;León;24003;Alija del Infantado;28;0;5;10;0;<5;11;0;<5;<5;22;<5
Castilla y León;León;24004;Almanza;20;0;<5;9;0;<5;7;0;<5;<5;17;0
Castilla y León;León;24005;Antigua, La;9;0;0;<5;0;0;5;<5;<5;0;6;0
Castilla y León;León;24006;Ardón;19;0;<5;8;0;<5;8;<5;<5;0;14;<5
Castilla y León;León;24007;Arganza;39;<5;<5;12;<5;6;17;5;<5;<5;25;<5
Castilla y León;León;24008;Astorga;587;26;88;129;20;130;194;20;52;35;403;77
Castilla y León;León;24009;Balboa;12;<5;<5;<5;0;<5;6;<5;<5;0;7;<5
Castilla y León;León;24010;Bañeza, La;560;26;93;118;30;101;192;11;72;30;393;54
Castilla y León;León;24011;Barjas;10;0;0;6;0;0;<5;0;<5;<5;7;0
Castilla y León;León;24012;Barrios de Luna, Los;9;0;<5;<5;0;<5;<5;0;<5;<5;5;<5
Castilla y León;León;24014;Bembibre;385;16;52;67;9;105;136;23;35;16;286;25
Castilla y León;León;24015;Benavides;69;<5;<5;18;<5;13;31;<5;7;7;44;9
Castilla y León;León;24016;Benuza;19;0;<5;9;0;<5;8;0;5;<5;10;<5
Castilla y León;León;24017;Bercianos del Páramo;18;0;5;6;<5;<5;5;0;<5;<5;15;<5
Castilla y León;León;24018;Bercianos del Real Camino;<5;0;0;0;0;<5;<5;0;0;0;<5;0
Castilla y León;León;24019;Berlanga del Bierzo;13;0;0;5;0;0;8;0;0;<5;11;0
Castilla y León;León;24020;Boca de Huérgano;<5;0;0;<5;0;0;0;0;<5;0;0;0
Castilla y León;León;24021;Boñar;79;<5;13;28;<5;10;23;5;7;<5;59;<5
Castilla y León;León;24022;Borrenes;11;0;<5;6;0;<5;<5;0;<5;0;9;<5
Castilla y León;León;24023;Brazuelo;14;0;<5;5;0;<5;6;<5;<5;<5;9;<5
Castilla y León;León;24024;Burgo Ranero, El;24;<5;<5;9;<5;<5;9;0;<5;<5;22;0
Castilla y León;León;24025;Burón;<5;0;0;<5;<5;0;0;0;0;0;<5;0
Castilla y León;León;24026;Bustillo del Páramo;21;0;6;<5;0;<5;7;<5;<5;<5;14;<5
Castilla y León;León;24027;Cabañas Raras;76;5;8;13;<5;16;33;<5;5;8;54;5
Castilla y León;León;24028;Cabreros del Río;8;<5;0;<5;0;<5;<5;0;0;0;6;<5
Castilla y León;León;24029;Cabrillanes;19;<5;<5;<5;<5;6;5;<5;<5;<5;13;<5
Castilla y León;León;24030;Cacabelos;267;8;28;67;15;53;96;22;25;11;176;33
Castilla y León;León;24031;Calzada del Coto;5;0;0;<5;0;0;<5;0;0;0;5;0
Castilla y León;León;24032;Campazas;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;León;24033;Campo de Villavidel;<5;0;0;<5;0;0;<5;0;0;0;<5;<5
Castilla y León;León;24034;Camponaraya;191;5;25;40;7;39;75;10;21;12;128;20
Castilla y León;León;24036;Candín;14;<5;<5;6;0;<5;<5;<5;<5;<5;8;<5
Castilla y León;León;24037;Cármenes;12;<5;<5;<5;0;0;6;0;0;<5;9;<5
Castilla y León;León;24038;Carracedelo;149;<5;17;42;<5;26;56;11;16;16;95;11
Castilla y León;León;24039;Carrizo;72;<5;5;19;0;15;31;<5;13;6;48;<5
Castilla y León;León;24040;Carrocera;17;0;0;<5;0;6;8;<5;<5;<5;12;<5
Castilla y León;León;24041;Carucedo;16;0;<5;<5;<5;<5;9;0;<5;<5;11;0
Castilla y León;León;24042;Castilfalé;<5;0;0;0;0;0;<5;0;0;0;<5;0
Castilla y León;León;24043;Castrillo de Cabrera;<5;0;0;<5;0;0;<5;<5;0;0;<5;0
Castilla y León;León;24044;Castrillo de la Valduerna;<5;0;0;<5;0;0;<5;0;0;0;<5;0
Castilla y León;León;24046;Castrocalbón;30;<5;<5;11;0;<5;13;<5;<5;<5;19;<5
Castilla y León;León;24047;Castrocontrigo;25;0;<5;10;<5;6;6;0;<5;<5;19;<5
Castilla y León;León;24049;Castropodame;62;<5;5;14;<5;15;24;<5;7;<5;45;<5
Castilla y León;León;24050;Castrotierra de Valmadrigal;<5;0;0;<5;<5;<5;<5;0;0;0;<5;0
Castilla y León;León;24051;Cea;9;0;0;5;0;<5;<5;<5;<5;0;7;0
Castilla y León;León;24052;Cebanico;7;0;<5;0;0;<5;<5;0;<5;0;6;0
Castilla y León;León;24053;Cebrones del Río;19;<5;0;5;<5;8;<5;0;<5;0;13;5
Castilla y León;León;24054;Cimanes de la Vega;9;<5;0;<5;<5;<5;<5;<5;<5;<5;5;<5
Castilla y León;León;24055;Cimanes del Tejar;21;0;<5;6;0;7;6;0;<5;<5;15;<5
Castilla y León;León;24056;Cistierna;131;5;12;42;6;17;49;<5;12;7;97;12
Castilla y León;León;24057;Congosto;48;<5;<5;11;0;13;20;<5;<5;<5;37;<5
Castilla y León;León;24058;Corbillos de los Oteros;<5;0;<5;<5;0;<5;0;<5;0;0;<5;0
Castilla y León;León;24059;Corullón;23;0;<5;11;0;<5;9;<5;<5;<5;15;<5
Castilla y León;León;24060;Crémenes;13;<5;<5;<5;0;<5;6;<5;0;0;12;0
Castilla y León;León;24061;Cuadros;83;<5;8;23;<5;14;33;0;8;9;60;6
Castilla y León;León;24062;Cubillas de los Oteros;<5;0;<5;0;<5;<5;0;0;<5;0;<5;0
Castilla y León;León;24063;Cubillas de Rueda;10;0;0;<5;0;<5;6;0;0;0;9;<5
Castilla y León;León;24064;Cubillos del Sil;72;<5;9;24;<5;11;26;5;13;<5;48;<5
Castilla y León;León;24065;Chozas de Abajo;119;<5;20;15;5;35;43;<5;10;5;92;9
Castilla y León;León;24066;Destriana;10;<5;0;<5;0;<5;<5;<5;0;0;7;<5
Castilla y León;León;24067;Encinedo;15;<5;<5;<5;0;<5;6;0;12;0;<5;0
Castilla y León;León;24068;Ercina, La;19;<5;<5;8;0;<5;6;0;<5;<5;13;<5
Castilla y León;León;24069;Escobar de Campos;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;León;24070;Fabero;213;9;28;40;10;45;81;9;13;13;161;17
Castilla y León;León;24071;Folgoso de la Ribera;35;<5;<5;8;<5;7;15;<5;6;<5;24;<5
Castilla y León;León;24073;Fresno de la Vega;9;0;<5;<5;<5;<5;<5;0;<5;0;7;<5
Castilla y León;León;24074;Fuentes de Carbajal;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;León;24076;Garrafe de Torío;58;0;10;14;<5;12;20;0;<5;5;46;<5
Castilla y León;León;24077;Gordaliza del Pino;5;0;<5;0;0;<5;<5;0;0;0;<5;<5
Castilla y León;León;24078;Gordoncillo;11;0;<5;6;0;<5;<5;<5;<5;<5;7;0
Castilla y León;León;24079;Gradefes;27;0;6;8;<5;<5;10;<5;<5;<5;22;<5
Castilla y León;León;24080;Grajal de Campos;8;0;0;<5;0;<5;<5;<5;0;0;5;<5
Castilla y León;León;24081;Gusendos de los Oteros;<5;<5;<5;<5;0;0;<5;<5;0;0;<5;0
Castilla y León;León;24082;Hospital de Órbigo;45;<5;5;9;0;5;25;<5;<5;<5;38;<5
Castilla y León;León;24083;Igüeña;29;0;<5;8;<5;5;11;<5;<5;<5;23;<5
Castilla y León;León;24084;Izagre;5;0;<5;<5;0;<5;<5;0;0;0;5;0
Castilla y León;León;24086;Joarilla de las Matas;<5;0;0;<5;0;<5;<5;<5;0;0;<5;0
Castilla y León;León;24087;Laguna Dalga;10;0;<5;<5;0;<5;<5;<5;0;0;7;<5
Castilla y León;León;24088;Laguna de Negrillos;26;<5;<5;7;<5;<5;10;<5;<5;<5;19;<5
Castilla y León;León;24089;León;6542;262;941;1460;243;1388;2248;126;377;409;4723;907
Castilla y León;León;24090;Lucillo;19;0;<5;<5;0;5;9;0;<5;0;15;<5
Castilla y León;León;24091;Luyego;14;0;<5;7;0;0;6;<5;<5;<5;11;0
Castilla y León;León;24092;Llamas de la Ribera;24;<5;<5;7;0;<5;8;<5;<5;<5;15;<5
Castilla y León;León;24093;Magaz de Cepeda;18;0;<5;8;0;<5;8;0;<5;<5;15;0
Castilla y León;León;24094;Mansilla de las Mulas;98;10;12;22;5;22;27;10;11;6;54;17
Castilla y León;León;24095;Mansilla Mayor;10;0;<5;0;<5;<5;7;0;<5;0;7;<5
Castilla y León;León;24096;Maraña;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;León;24097;Matadeón de los Oteros;6;0;0;<5;0;0;<5;0;0;0;6;0
Castilla y León;León;24098;Matallana de Torío;61;<5;8;13;<5;17;20;0;6;<5;43;8
Castilla y León;León;24099;Matanza;<5;0;<5;<5;0;0;<5;<5;0;0;<5;0
Castilla y León;León;24100;Molinaseca;40;<5;<5;13;<5;6;15;<5;<5;<5;28;<5
Castilla y León;León;24101;Murias de Paredes;6;0;0;<5;0;0;<5;0;0;0;5;<5
Castilla y León;León;24102;Noceda del Bierzo;<5;0;<5;0;0;<5;<5;0;<5;0;<5;0
Castilla y León;León;24103;Oencia;16;0;<5;6;<5;<5;5;<5;<5;<5;8;<5
Castilla y León;León;24104;Omañas, Las;10;<5;0;<5;0;<5;5;0;0;0;9;<5
Castilla y León;León;24105;Onzonilla;68;<5;<5;19;7;18;18;<5;<5;<5;58;6
Castilla y León;León;24106;Oseja de Sajambre;<5;0;<5;<5;0;0;0;0;<5;<5;0;0
Castilla y León;León;24107;Pajares de los Oteros;10;0;0;<5;0;<5;<5;<5;0;0;8;0
Castilla y León;León;24108;Palacios de la Valduerna;10;0;0;5;<5;<5;<5;<5;<5;<5;<5;0
Castilla y León;León;24109;Palacios del Sil;24;<5;<5;8;0;8;5;0;<5;<5;18;<5
Castilla y León;León;24110;Páramo del Sil;51;0;6;14;0;8;23;<5;6;<5;34;5
Castilla y León;León;24112;Peranzanes;9;0;<5;<5;0;<5;5;0;0;0;9;0
Castilla y León;León;24113;Pobladura de Pelayo García;9;0;0;7;<5;0;<5;<5;<5;0;6;<5
Castilla y León;León;24114;Pola de Gordón, La;85;<5;21;15;<5;11;32;0;10;5;64;6
Castilla y León;León;24115;Ponferrada;3759;118;409;821;140;805;1466;188;384;249;2534;404
Castilla y León;León;24116;Posada de Valdeón;<5;0;0;<5;0;0;<5;<5;0;0;<5;0
Castilla y León;León;24117;Pozuelo del Páramo;7;<5;0;<5;<5;<5;<5;0;<5;0;5;0
Castilla y León;León;24118;Prado de la Guzpeña;<5;<5;0;0;0;0;0;0;0;0;<5;0
