Comunidad Autónoma;Provincia;codigo_ine;ubicacion;total Paro Registrado;Paro hombre edad < 25;Paro hombre edad 25 -45 ;Paro hombre edad >=45;Paro mujer edad < 25;Paro mujer edad 25 -45 ;Paro mujer edad >=45;Paro Agricultura;Paro Industria;Paro Construcción;Paro Servicios;Paro Sin empleo Anterior
Extremadura;Cáceres;10202;Valdeobispo;57;<5;5;15;<5;9;24;<5;<5;7;41;<5
Extremadura;Cáceres;10203;Valencia de Alcántara;325;12;28;67;13;63;142;<5;12;43;248;18
Extremadura;Cáceres;10204;Valverde de la Vera;42;<5;6;13;<5;<5;19;<5;<5;<5;35;0
Extremadura;Cáceres;10205;Valverde del Fresno;130;<5;16;37;5;25;43;13;8;25;81;<5
Extremadura;Cáceres;10206;Viandar de la Vera;11;0;<5;6;0;<5;<5;0;0;<5;10;0
Extremadura;Cáceres;10207;Villa del Campo;32;<5;<5;13;<5;8;8;<5;<5;5;21;<5
Extremadura;Cáceres;10208;Villa del Rey;6;0;0;<5;0;<5;<5;<5;0;<5;<5;0
Extremadura;Cáceres;10209;Villamesías;26;<5;<5;8;<5;5;10;<5;<5;<5;19;<5
Extremadura;Cáceres;10210;Villamiel;23;<5;<5;8;0;5;6;<5;12;<5;7;0
Extremadura;Cáceres;10211;Villanueva de la Sierra;32;<5;<5;13;0;11;6;<5;<5;7;19;<5
Extremadura;Cáceres;10212;Villanueva de la Vera;146;<5;22;37;5;29;52;9;6;7;118;6
Extremadura;Cáceres;10213;Villar del Pedroso;37;<5;<5;13;<5;6;14;0;<5;<5;30;<5
Extremadura;Cáceres;10214;Villar de Plasencia;18;<5;<5;<5;0;<5;11;0;0;<5;17;0
Extremadura;Cáceres;10215;Villasbuenas de Gata;40;<5;5;12;<5;11;10;<5;<5;<5;32;<5
Extremadura;Cáceres;10216;Zarza de Granadilla;93;<5;8;27;5;17;33;<5;33;12;41;6
Extremadura;Cáceres;10217;Zarza de Montánchez;25;<5;<5;<5;<5;6;8;6;0;0;18;<5
Extremadura;Cáceres;10218;Zarza la Mayor;63;0;7;22;<5;16;17;5;<5;12;44;0
Extremadura;Cáceres;10219;Zorita;115;<5;5;26;0;21;60;11;<5;38;56;8
Extremadura;Cáceres;10901;Rosalejo;78;<5;5;11;6;20;35;14;5;<5;49;8
Extremadura;Cáceres;10902;Vegaviana;70;11;9;7;7;13;23;11;<5;8;42;8
Extremadura;Cáceres;10903;Alagón del Río;59;6;7;10;<5;15;19;<5;<5;<5;48;<5
Extremadura;Cáceres;10904;Tiétar;34;0;<5;9;<5;9;11;5;<5;6;20;<5
Extremadura;Cáceres;10905;Pueblonuevo de Miramontes;29;0;<5;7;<5;9;10;<5;<5;<5;20;<5
Galicia;Coruña, A;15001;Abegondo;173;<5;19;46;<5;34;69;7;25;8;125;8
Galicia;Coruña, A;15002;Ames;1254;31;193;268;41;285;436;14;77;68;957;138
Galicia;Coruña, A;15003;Aranga;36;<5;6;9;0;8;12;0;0;<5;31;<5
Galicia;Coruña, A;15004;Ares;282;7;31;83;<5;47;110;7;27;29;194;25
Galicia;Coruña, A;15005;Arteixo;1529;30;239;343;28;330;559;20;156;106;1090;157
Galicia;Coruña, A;15006;Arzúa;158;<5;17;43;<5;37;54;8;21;13;102;14
Galicia;Coruña, A;15007;Baña, A;133;0;11;45;0;25;52;7;15;12;92;7
Galicia;Coruña, A;15008;Bergondo;285;5;42;74;14;55;95;<5;18;18;219;28
Galicia;Coruña, A;15009;Betanzos;580;13;78;135;14;121;219;13;39;34;430;64
Galicia;Coruña, A;15010;Boimorto;42;<5;<5;18;0;<5;14;<5;6;<5;28;<5
Galicia;Coruña, A;15011;Boiro;618;18;77;183;16;151;173;28;75;55;412;48
Galicia;Coruña, A;15012;Boqueixón;105;<5;15;20;0;29;39;7;9;7;78;<5
Galicia;Coruña, A;15013;Brión;241;<5;36;63;8;57;73;7;16;14;181;23
Galicia;Coruña, A;15014;Cabana de Bergantiños;143;<5;14;26;<5;31;67;<5;27;16;89;8
Galicia;Coruña, A;15015;Cabanas;122;<5;13;44;<5;18;45;<5;11;5;98;7
Galicia;Coruña, A;15016;Camariñas;218;<5;29;42;<5;45;98;12;25;19;147;15
Galicia;Coruña, A;15017;Cambre;1123;23;121;281;16;214;468;11;90;81;855;86
Galicia;Coruña, A;15018;Capela, A;51;0;6;13;<5;9;21;<5;9;<5;33;<5
Galicia;Coruña, A;15019;Carballo;1627;24;196;361;36;350;660;25;295;207;961;139
Galicia;Coruña, A;15020;Carnota;143;<5;16;49;<5;17;58;11;16;14;98;<5
Galicia;Coruña, A;15021;Carral;227;<5;29;54;<5;57;79;9;30;14;149;25
Galicia;Coruña, A;15022;Cedeira;295;<5;34;90;<5;61;104;21;28;22;198;26
Galicia;Coruña, A;15023;Cee;329;7;38;57;7;87;133;11;18;23;250;27
Galicia;Coruña, A;15024;Cerceda;149;5;18;30;<5;48;46;6;26;13;98;6
Galicia;Coruña, A;15025;Cerdido;41;<5;<5;18;0;6;13;5;6;<5;27;<5
Galicia;Coruña, A;15026;Cesuras;64;<5;8;21;<5;11;20;<5;9;<5;49;<5
Galicia;Coruña, A;15027;Coirós;62;<5;12;19;<5;9;19;<5;<5;6;49;<5
Galicia;Coruña, A;15028;Corcubión;71;0;14;17;<5;17;22;<5;<5;5;60;<5
Galicia;Coruña, A;15029;Coristanco;267;7;33;67;6;41;113;12;61;49;125;20
Galicia;Coruña, A;15030;Coruña, A;12718;242;1897;3340;230;2584;4425;147;757;707;9684;1423
Galicia;Coruña, A;15031;Culleredo;1448;35;183;354;33;253;590;12;121;83;1111;121
Galicia;Coruña, A;15032;Curtis;120;<5;20;28;<5;21;45;<5;12;11;81;13
Galicia;Coruña, A;15033;Dodro;91;<5;9;30;<5;14;32;6;5;9;65;6
Galicia;Coruña, A;15034;Dumbría;128;<5;16;28;<5;18;64;6;9;10;101;<5
Galicia;Coruña, A;15035;Fene;559;7;85;145;5;102;215;9;44;45;420;41
Galicia;Coruña, A;15036;Ferrol;4109;91;585;1009;110;859;1455;105;254;270;2839;641
Galicia;Coruña, A;15037;Fisterra;179;<5;25;37;<5;42;68;9;18;13;127;12
Galicia;Coruña, A;15038;Frades;61;<5;13;17;<5;12;16;6;5;7;37;6
Galicia;Coruña, A;15039;Irixoa;47;<5;8;16;0;8;14;<5;<5;<5;39;<5
Galicia;Coruña, A;15040;Laxe;124;<5;8;28;<5;25;58;<5;11;10;98;<5
Galicia;Coruña, A;15041;Laracha, A;366;14;44;83;8;76;141;7;67;29;238;25
Galicia;Coruña, A;15042;Lousame;105;<5;10;36;<5;24;32;<5;9;14;73;5
Galicia;Coruña, A;15043;Malpica de Bergantiños;235;5;33;53;<5;38;105;6;62;22;133;12
Galicia;Coruña, A;15044;Mañón;39;0;6;16;0;7;10;<5;<5;<5;28;<5
Galicia;Coruña, A;15045;Mazaricos;81;<5;6;25;<5;26;21;10;6;9;51;5
Galicia;Coruña, A;15046;Melide;253;<5;26;59;5;57;103;20;21;13;169;30
Galicia;Coruña, A;15047;Mesía;48;<5;8;14;<5;7;16;5;11;<5;25;5
Galicia;Coruña, A;15048;Miño;263;5;37;78;<5;54;87;<5;24;23;193;21
Galicia;Coruña, A;15049;Moeche;27;0;5;6;0;7;9;0;<5;<5;22;0
Galicia;Coruña, A;15050;Monfero;29;0;<5;13;0;8;6;<5;5;6;17;0
Galicia;Coruña, A;15051;Mugardos;251;7;28;78;<5;35;101;6;25;17;187;16
Galicia;Coruña, A;15052;Muxía;135;<5;16;38;5;30;44;<5;12;17;90;14
Galicia;Coruña, A;15053;Muros;243;<5;33;72;<5;42;90;17;28;27;156;15
Galicia;Coruña, A;15054;Narón;1895;41;237;419;51;464;683;35;155;122;1342;241
Galicia;Coruña, A;15055;Neda;220;<5;35;56;5;39;81;<5;25;18;148;25
Galicia;Coruña, A;15056;Negreira;305;7;30;75;<5;74;115;10;27;28;197;43
Galicia;Coruña, A;15057;Noia;468;12;76;106;5;101;168;15;47;35;333;38
Galicia;Coruña, A;15058;Oleiros;1398;32;212;365;17;237;535;17;94;82;1098;107
Galicia;Coruña, A;15059;Ordes;490;13;46;99;7;112;213;23;80;37;287;63
Galicia;Coruña, A;15060;Oroso;268;6;45;52;<5;61;101;8;34;20;175;31
Galicia;Coruña, A;15061;Ortigueira;228;<5;24;67;<5;38;92;18;17;16;158;19
Galicia;Coruña, A;15062;Outes;178;<5;24;53;<5;33;64;13;23;16;111;15
Galicia;Coruña, A;15063;Oza dos Ríos;114;<5;18;31;<5;28;35;5;11;7;83;8
Galicia;Coruña, A;15064;Paderne;62;<5;5;22;<5;10;23;0;8;<5;52;0
Galicia;Coruña, A;15065;Padrón;323;6;39;93;5;64;116;12;51;21;215;24
Galicia;Coruña, A;15066;Pino, O;106;<5;16;24;0;19;46;5;11;<5;83;6
Galicia;Coruña, A;15067;Pobra do Caramiñal, A;305;9;48;74;6;65;103;9;36;14;226;20
Galicia;Coruña, A;15068;Ponteceso;181;<5;23;44;<5;37;71;<5;37;24;107;11
Galicia;Coruña, A;15069;Pontedeume;294;7;45;86;<5;55;98;5;35;23;209;22
Galicia;Coruña, A;15070;Pontes de García Rodríguez, As;330;<5;54;95;8;61;110;8;60;31;211;20
Galicia;Coruña, A;15071;Porto do Son;282;8;41;62;7;59;105;11;24;34;199;14
Galicia;Coruña, A;15072;Rianxo;365;7;53;86;7;80;132;21;63;31;227;23
Galicia;Coruña, A;15073;Ribeira;1090;21;140;204;32;263;430;45;102;40;806;97
Galicia;Coruña, A;15074;Rois;139;<5;15;35;5;27;55;<5;21;12;92;12
Galicia;Coruña, A;15075;Sada;757;13;107;198;13;147;279;8;61;39;585;64
Galicia;Coruña, A;15076;San Sadurniño;85;<5;5;24;<5;16;38;7;13;9;52;<5
Galicia;Coruña, A;15077;Santa Comba;390;<5;36;79;8;100;163;27;49;40;236;38
Galicia;Coruña, A;15078;Santiago de Compostela;3683;118;718;928;70;790;1059;52;170;177;2795;489
Galicia;Coruña, A;15079;Santiso;37;<5;<5;12;0;5;13;<5;<5;<5;25;<5
Galicia;Coruña, A;15080;Sobrado;39;<5;<5;12;0;9;13;6;5;0;26;<5
Galicia;Coruña, A;15081;Somozas, As;39;0;<5;12;0;6;17;<5;10;<5;23;<5
Galicia;Coruña, A;15082;Teo;610;15;97;133;16;123;226;12;43;40;454;61
Galicia;Coruña, A;15083;Toques;22;0;<5;8;<5;<5;10;<5;0;<5;15;<5
Galicia;Coruña, A;15084;Tordoia;85;0;9;16;<5;13;46;<5;20;6;54;<5
Galicia;Coruña, A;15085;Touro;105;<5;13;32;<5;23;33;<5;12;6;77;9
Galicia;Coruña, A;15086;Trazo;67;<5;<5;16;<5;18;25;<5;9;<5;49;5
Galicia;Coruña, A;15087;Valdoviño;277;<5;33;77;<5;50;109;6;27;25;201;18
Galicia;Coruña, A;15088;Val do Dubra;114;<5;12;30;0;31;39;<5;19;13;70;8
Galicia;Coruña, A;15089;Vedra;121;<5;24;35;<5;21;36;10;8;12;86;5
Galicia;Coruña, A;15090;Vilasantar;40;0;6;13;0;5;16;<5;7;0;29;<5
Galicia;Coruña, A;15091;Vilarmaior;40;0;5;13;<5;7;13;<5;<5;<5;29;<5
Galicia;Coruña, A;15092;Vimianzo;188;<5;23;34;<5;37;88;10;30;26;108;14
Galicia;Coruña, A;15093;Zas;126;<5;12;30;<5;20;58;9;23;11;72;11
Galicia;Coruña, A;15901;Cariño;129;<5;14;40;<5;18;54;7;7;12;101;<5
Galicia;Coruña, A;15902;Oza-Cesuras;0;0;0;0;0;0;0;0;0;0;0;0
Galicia;Lugo;27001;Abadín;48;<5;<5;26;0;7;9;0;6;6;36;0
Galicia;Lugo;27002;Alfoz;40;<5;7;13;<5;6;12;<5;<5;<5;27;<5
Galicia;Lugo;27003;Antas de Ulla;54;<5;<5;26;0;6;16;5;6;<5;35;6
Galicia;Lugo;27004;Baleira;17;<5;<5;6;0;<5;<5;<5;<5;<5;11;0
Galicia;Lugo;27005;Barreiros;108;<5;18;26;<5;19;43;<5;11;7;81;5
Galicia;Lugo;27006;Becerreá;99;11;20;23;<5;16;28;8;<5;6;57;27
Galicia;Lugo;27007;Begonte;80;<5;10;25;<5;13;28;<5;17;5;47;8
Galicia;Lugo;27008;Bóveda;35;<5;9;7;0;<5;14;<5;5;<5;26;0
Galicia;Lugo;27009;Carballedo;48;<5;9;22;0;8;8;5;<5;11;27;<5
Galicia;Lugo;27010;Castro de Rei;117;<5;27;29;<5;24;32;16;14;7;73;7
Galicia;Lugo;27011;Castroverde;53;<5;9;22;<5;12;8;<5;<5;<5;43;<5
Galicia;Lugo;27012;Cervantes;20;0;<5;10;0;<5;<5;0;<5;<5;13;<5
Galicia;Lugo;27013;Cervo;148;<5;16;32;<5;33;60;<5;6;8;123;8
Galicia;Lugo;27014;Corgo, O;78;<5;13;24;<5;18;20;<5;5;6;59;6
Galicia;Lugo;27015;Cospeito;91;<5;7;32;<5;18;31;<5;12;7;65;5
Galicia;Lugo;27016;Chantada;355;6;38;102;7;81;121;28;32;23;223;49
Galicia;Lugo;27017;Folgoso do Courel;36;0;7;11;0;8;10;0;<5;<5;30;<5
Galicia;Lugo;27018;Fonsagrada, A;83;0;9;34;<5;12;25;7;7;7;62;0
Galicia;Lugo;27019;Foz;378;5;41;87;5;78;162;15;26;24;294;19
Galicia;Lugo;27020;Friol;71;0;7;28;<5;17;18;6;<5;6;52;<5
Galicia;Lugo;27021;Xermade;42;0;6;18;0;9;9;5;5;7;23;<5
Galicia;Lugo;27022;Guitiriz;165;<5;18;55;<5;25;61;11;20;15;108;11
Galicia;Lugo;27023;Guntín;55;<5;5;17;<5;15;15;<5;<5;5;43;<5
Galicia;Lugo;27024;Incio, O;41;<5;<5;19;<5;8;8;<5;<5;<5;28;6
Galicia;Lugo;27025;Xove;85;<5;10;17;<5;24;31;<5;7;<5;67;7
Galicia;Lugo;27026;Láncara;79;<5;8;28;<5;16;22;8;7;8;50;6
Galicia;Lugo;27027;Lourenzá;57;<5;7;16;0;12;20;<5;11;<5;36;<5
Galicia;Lugo;27028;Lugo;4371;95;669;941;125;1080;1461;127;246;225;3103;670
Galicia;Lugo;27029;Meira;43;0;6;13;<5;8;15;<5;10;<5;24;<5
Galicia;Lugo;27030;Mondoñedo;95;<5;14;29;5;19;27;5;10;7;68;5
Galicia;Lugo;27031;Monforte de Lemos;960;24;141;238;17;222;318;43;71;62;663;121
Galicia;Lugo;27032;Monterroso;115;6;13;26;5;27;38;10;10;8;72;15
Galicia;Lugo;27033;Muras;15;0;<5;5;<5;<5;6;<5;<5;0;10;<5
Galicia;Lugo;27034;Navia de Suarna;21;0;<5;8;0;5;7;<5;0;<5;13;<5
Galicia;Lugo;27035;Negueira de Muñiz;24;0;<5;7;0;7;6;<5;0;<5;18;<5
Galicia;Lugo;27037;Nogais, As;16;0;<5;6;0;<5;7;<5;<5;0;13;<5
Galicia;Lugo;27038;Ourol;43;0;6;17;0;12;8;<5;<5;<5;34;<5
Galicia;Lugo;27039;Outeiro de Rei;119;5;12;46;<5;22;32;<5;12;12;90;<5
Galicia;Lugo;27040;Palas de Rei;81;<5;13;36;<5;10;18;6;11;7;53;<5
Galicia;Lugo;27041;Pantón;79;<5;11;30;0;14;23;8;9;9;46;7
Galicia;Lugo;27042;Paradela;16;0;5;5;<5;<5;<5;<5;<5;<5;9;0
Galicia;Lugo;27043;Páramo, O;15;0;8;<5;0;<5;<5;<5;<5;0;8;<5
Galicia;Lugo;27044;Pastoriza, A;56;0;11;11;<5;13;20;<5;6;<5;41;<5
Galicia;Lugo;27045;Pedrafita do Cebreiro;11;0;0;8;0;<5;<5;0;<5;<5;9;0
Galicia;Lugo;27046;Pol;32;<5;<5;9;<5;11;7;<5;0;<5;23;6
Galicia;Lugo;27047;Pobra do Brollón, A;55;0;7;22;<5;5;19;<5;<5;<5;41;<5
Galicia;Lugo;27048;Pontenova, A;60;0;<5;23;0;15;18;<5;10;5;40;<5
Galicia;Lugo;27049;Portomarín;21;<5;0;9;<5;6;<5;<5;<5;<5;10;<5
Galicia;Lugo;27050;Quiroga;144;<5;30;34;5;25;46;6;22;8;95;13
Galicia;Lugo;27051;Ribadeo;403;11;63;87;12;90;140;13;38;18;302;32
Galicia;Lugo;27052;Ribas de Sil;39;0;9;13;<5;5;11;<5;<5;<5;31;<5
Galicia;Lugo;27053;Ribeira de Piquín;43;17;14;8;0;<5;<5;<5;<5;<5;7;29
Galicia;Lugo;27054;Riotorto;26;0;5;11;0;<5;7;<5;<5;<5;17;0
Galicia;Lugo;27055;Samos;20;0;<5;10;0;<5;6;<5;<5;<5;12;0
Galicia;Lugo;27056;Rábade;71;<5;16;17;<5;13;17;<5;<5;5;46;13
Galicia;Lugo;27057;Sarria;538;18;82;132;10;119;177;25;46;42;355;70
Galicia;Lugo;27058;Saviñao, O;114;5;15;42;0;14;38;6;5;10;83;10
Galicia;Lugo;27059;Sober;72;<5;12;26;0;8;22;7;6;<5;50;6
Galicia;Lugo;27060;Taboada;82;<5;7;30;<5;13;27;7;6;9;53;7
Galicia;Lugo;27061;Trabada;18;0;<5;7;0;5;5;<5;<5;0;14;0
Galicia;Lugo;27062;Triacastela;12;0;5;<5;<5;<5;<5;<5;<5;0;8;0
Galicia;Lugo;27063;Valadouro, O;49;<5;7;7;0;15;18;0;<5;5;41;<5
Galicia;Lugo;27064;Vicedo, O;84;<5;11;20;5;19;28;<5;5;<5;69;<5
Galicia;Lugo;27065;Vilalba;435;16;60;139;8;75;137;28;43;42;282;40
Galicia;Lugo;27066;Viveiro;789;15;121;172;16;165;300;24;61;46;607;51
Galicia;Lugo;27901;Baralla;51;<5;7;17;<5;10;15;<5;<5;5;36;<5
Galicia;Lugo;27902;Burela;378;12;63;59;14;96;134;9;16;21;304;28
Galicia;Ourense;32001;Allariz;284;17;39;52;<5;71;103;7;39;19;184;35
Galicia;Ourense;32002;Amoeiro;84;<5;17;28;<5;13;21;6;8;8;58;<5
Galicia;Ourense;32003;Arnoia, A;23;0;<5;11;0;<5;6;6;<5;<5;14;<5
Galicia;Ourense;32004;Avión;53;<5;<5;20;0;9;18;<5;<5;7;34;7
Galicia;Ourense;32005;Baltar;40;0;5;13;<5;7;13;<5;<5;<5;31;<5
Galicia;Ourense;32006;Bande;60;0;13;18;<5;12;16;<5;<5;7;46;<5
Galicia;Ourense;32007;Baños de Molgas;63;<5;7;23;0;12;20;9;6;9;38;<5
Galicia;Ourense;32008;Barbadás;440;13;63;103;8;96;157;13;46;28;316;37
Galicia;Ourense;32009;Barco de Valdeorras, O;584;21;85;89;21;145;223;31;104;30;366;53
Galicia;Ourense;32010;Beade;13;<5;<5;<5;0;<5;7;<5;0;0;11;0
Galicia;Ourense;32011;Beariz;28;0;7;12;0;<5;7;0;5;6;15;<5
Galicia;Ourense;32012;Blancos, Os;44;<5;7;19;0;<5;14;5;<5;8;27;0
Galicia;Ourense;32013;Boborás;84;<5;12;22;0;11;38;<5;10;6;60;6
Galicia;Ourense;32014;Bola, A;51;0;<5;27;0;<5;18;0;6;5;38;<5
Galicia;Ourense;32015;Bolo, O;28;0;<5;11;0;<5;11;<5;0;<5;23;0
Galicia;Ourense;32016;Calvos de Randín;20;0;<5;10;0;<5;5;<5;<5;<5;13;<5
Galicia;Ourense;32017;Carballeda de Valdeorras;46;<5;<5;11;<5;6;24;<5;18;<5;21;<5
Galicia;Ourense;32018;Carballeda de Avia;55;0;7;27;<5;<5;16;<5;12;7;33;<5
Galicia;Ourense;32019;Carballiño, O;723;12;101;192;11;167;240;35;81;33;488;86
Galicia;Ourense;32020;Cartelle;103;<5;14;33;<5;17;36;5;11;6;74;7
Galicia;Ourense;32021;Castrelo do Val;49;0;10;19;0;6;14;<5;5;7;33;<5
Galicia;Ourense;32022;Castrelo de Miño;56;0;7;26;<5;5;15;<5;5;0;45;<5
Galicia;Ourense;32023;Castro Caldelas;52;<5;6;15;<5;11;17;<5;5;<5;35;7
Galicia;Ourense;32024;Celanova;323;6;41;83;9;56;128;9;36;18;223;37
Galicia;Ourense;32025;Cenlle;44;0;11;14;0;7;12;<5;6;<5;30;<5
Galicia;Ourense;32026;Coles;107;0;21;41;0;10;35;5;13;13;71;5
Galicia;Ourense;32027;Cortegada;50;<5;5;16;0;8;20;<5;<5;8;33;<5
Galicia;Ourense;32028;Cualedro;75;<5;14;25;<5;5;28;18;8;7;39;<5
Galicia;Ourense;32029;Chandrexa de Queixa;11;0;<5;7;0;0;<5;<5;0;<5;8;0
Galicia;Ourense;32030;Entrimo;49;0;5;22;0;5;17;5;<5;<5;34;<5
Galicia;Ourense;32031;Esgos;39;<5;7;9;<5;8;10;<5;5;5;24;<5
Galicia;Ourense;32032;Xinzo de Limia;583;25;75;125;21;139;198;61;42;26;364;90
Galicia;Ourense;32033;Gomesende;25;0;6;8;0;<5;8;<5;<5;<5;17;0
Galicia;Ourense;32034;Gudiña, A;45;<5;7;7;<5;7;22;<5;0;<5;38;<5
Galicia;Ourense;32035;Irixo, O;51;<5;10;21;<5;5;11;6;6;6;30;<5
Galicia;Ourense;32036;Xunqueira de Ambía;54;0;6;17;0;9;22;<5;6;<5;38;<5
Galicia;Ourense;32037;Xunqueira de Espadanedo;35;<5;5;6;<5;7;14;5;<5;<5;25;<5
Galicia;Ourense;32038;Larouco;15;<5;0;7;0;<5;<5;<5;<5;0;9;0
Galicia;Ourense;32039;Laza;48;<5;9;13;0;6;19;<5;0;7;35;<5
Galicia;Ourense;32040;Leiro;64;<5;15;17;<5;15;15;9;11;<5;36;<5
Galicia;Ourense;32041;Lobeira;17;<5;<5;<5;0;<5;6;<5;<5;<5;14;0
Galicia;Ourense;32042;Lobios;62;0;11;20;<5;8;22;12;<5;<5;38;<5
Galicia;Ourense;32043;Maceda;143;<5;27;39;<5;32;38;18;9;12;90;14
Galicia;Ourense;32044;Manzaneda;12;0;<5;6;0;<5;<5;0;<5;<5;9;0
Galicia;Ourense;32045;Maside;191;6;37;44;13;41;50;15;12;19;95;50
Galicia;Ourense;32046;Melón;47;<5;8;17;<5;5;15;<5;6;<5;33;<5
Galicia;Ourense;32047;Merca, A;66;<5;10;20;<5;13;20;<5;<5;<5;49;10
Galicia;Ourense;32048;Mezquita, A;33;0;<5;12;<5;5;11;0;<5;<5;27;<5
Galicia;Ourense;32049;Montederramo;31;0;5;10;0;5;11;<5;<5;<5;21;<5
Galicia;Ourense;32050;Monterrei;163;5;28;49;<5;17;60;16;25;7;105;10
Galicia;Ourense;32051;Muíños;43;0;5;15;<5;5;17;<5;<5;<5;32;<5
Galicia;Ourense;32052;Nogueira de Ramuín;88;<5;13;43;<5;8;22;5;9;11;56;7
Galicia;Ourense;32053;Oímbra;78;<5;12;27;0;7;31;11;11;8;45;<5
Galicia;Ourense;32054;Ourense;5826;150;843;1297;114;1343;2079;160;495;327;4062;782
Galicia;Ourense;32055;Paderne de Allariz;52;0;10;13;<5;9;19;0;8;<5;38;<5
Galicia;Ourense;32056;Padrenda;85;<5;<5;24;0;11;43;<5;13;8;57;<5
Galicia;Ourense;32057;Parada de Sil;20;0;<5;10;0;<5;6;<5;<5;5;11;0
Galicia;Ourense;32058;Pereiro de Aguiar, O;207;5;41;48;<5;34;76;<5;26;16;149;14
Galicia;Ourense;32059;Peroxa, A;59;<5;6;26;<5;<5;20;<5;8;<5;42;<5
Galicia;Ourense;32060;Petín;52;<5;5;18;0;11;15;5;7;<5;36;<5
Galicia;Ourense;32061;Piñor;45;<5;5;10;0;12;15;<5;8;5;25;<5
Galicia;Ourense;32062;Porqueira;34;<5;<5;15;0;<5;10;<5;<5;<5;25;<5
Galicia;Ourense;32063;Pobra de Trives, A;59;0;9;17;0;12;21;6;5;<5;43;<5
Galicia;Ourense;32064;Pontedeva;20;0;<5;5;0;5;7;0;<5;<5;15;<5
Galicia;Ourense;32065;Punxín;35;<5;<5;9;0;5;16;0;<5;0;30;<5
Galicia;Ourense;32066;Quintela de Leirado;41;<5;6;16;<5;5;12;6;<5;0;26;8
Galicia;Ourense;32067;Rairiz de Veiga;53;<5;<5;19;0;9;19;<5;<5;6;39;<5
Galicia;Ourense;32068;Ramirás;77;<5;9;23;<5;21;22;<5;10;<5;55;5
Galicia;Ourense;32069;Ribadavia;243;9;30;55;8;43;98;22;33;7;162;19
Galicia;Ourense;32070;San Xoán de Río;17;0;<5;7;0;<5;6;0;0;<5;15;0
Galicia;Ourense;32071;Riós;63;0;<5;20;<5;6;30;<5;5;<5;48;<5
Galicia;Ourense;32072;Rúa, A;195;8;30;42;<5;42;70;18;33;11;124;9
Galicia;Ourense;32073;Rubiá;45;<5;7;12;<5;6;18;5;10;<5;26;<5
Galicia;Ourense;32074;San Amaro;52;<5;10;12;<5;13;15;0;11;<5;36;<5
Galicia;Ourense;32075;San Cibrao das Viñas;192;<5;23;38;<5;43;85;<5;28;9;139;12
Galicia;Ourense;32076;San Cristovo de Cea;69;<5;12;23;0;7;24;5;11;8;38;7
Galicia;Ourense;32077;Sandiás;44;<5;5;16;0;9;13;7;5;<5;25;<5
Galicia;Ourense;32078;Sarreaus;29;<5;<5;10;<5;5;6;5;0;<5;20;0
Galicia;Ourense;32079;Taboadela;59;<5;8;16;0;14;20;<5;10;<5;43;<5
Galicia;Ourense;32080;Teixeira, A;10;<5;<5;<5;0;<5;<5;<5;<5;0;7;<5
Galicia;Ourense;32081;Toén;80;0;11;22;<5;14;32;<5;8;7;60;<5
Galicia;Ourense;32082;Trasmiras;54;<5;10;14;<5;12;16;5;7;<5;36;<5
Galicia;Ourense;32083;Veiga, A;24;0;<5;7;0;<5;12;<5;<5;<5;17;0
Galicia;Ourense;32084;Verea;44;0;9;8;0;10;17;0;<5;<5;36;<5
Galicia;Ourense;32085;Verín;1100;34;145;223;52;248;398;69;97;61;680;193
Galicia;Ourense;32086;Viana do Bolo;92;0;9;27;<5;18;35;<5;8;10;69;<5
Galicia;Ourense;32087;Vilamarín;71;<5;14;29;0;13;14;13;7;<5;40;7
Galicia;Ourense;32088;Vilamartín de Valdeorras;60;0;10;20;0;14;16;<5;17;<5;35;<5
Galicia;Ourense;32089;Vilar de Barrio;46;<5;9;10;0;10;13;8;<5;<5;30;<5
Galicia;Ourense;32090;Vilar de Santos;36;<5;<5;11;0;9;12;0;<5;<5;26;5
Galicia;Ourense;32091;Vilardevós;69;0;8;25;<5;6;29;<5;6;8;50;<5
Galicia;Ourense;32092;Vilariño de Conso;14;0;<5;<5;0;<5;5;0;<5;<5;10;0
Galicia;Pontevedra;36001;Arbo;133;<5;19;35;<5;23;53;18;16;8;89;<5
Galicia;Pontevedra;36002;Barro;136;<5;21;37;<5;29;43;<5;16;15;84;17
Galicia;Pontevedra;36003;Baiona;574;15;89;163;11;95;201;22;65;20;432;35
Galicia;Pontevedra;36004;Bueu;497;11;75;104;10;121;176;40;50;32;343;32
Galicia;Pontevedra;36005;Caldas de Reis;384;12;50;99;<5;86;134;12;49;31;259;33
Galicia;Pontevedra;36006;Cambados;581;15;95;152;15;123;181;35;70;39;402;35
Galicia;Pontevedra;36007;Campo Lameiro;68;<5;6;32;0;7;21;10;8;8;40;<5
Galicia;Pontevedra;36008;Cangas;1352;32;189;329;28;278;496;76;134;65;960;117
Galicia;Pontevedra;36009;Cañiza, A;275;<5;41;85;7;56;84;13;28;22;192;20
Galicia;Pontevedra;36010;Catoira;131;<5;10;45;<5;31;42;5;17;18;90;<5
Galicia;Pontevedra;36011;Cerdedo;43;0;8;16;<5;6;10;<5;<5;7;30;<5
Galicia;Pontevedra;36012;Cotobade;182;<5;14;45;<5;49;69;6;17;16;133;10
Galicia;Pontevedra;36013;Covelo;119;0;11;45;<5;21;40;<5;10;8;90;8
