ubicacion,codigo_ine,Comunidad Autónoma,Provincia,%_casas_vacias,Viviendas totales,Mediana consumo anual,Viviendas con bajo consumo,Viviendas de uso esporádico,prev_res_misma_vivienda,prev_res_mismo_municipio,prev_res_misma_provincia,prev_res_misma_comunidad,prev_res_dif_comunidad,prev_res_en_extranjero,prev_res_no_nacido,Poblacion,Poblacion_-16,Poblacion_16-64,Poblacion_+65,Hombres,Hombres_-16,Hombres_16-64,Hombres_+65,Mujeres,Mujeres_-16,Mujeres_16-64,Mujeres_+65,total Paro Registrado,Paro hombre edad < 25,Paro hombre edad 25 -45 ,Paro hombre edad >=45,Paro mujer edad < 25,Paro mujer edad 25 -45 ,Paro mujer edad >=45,Paro Agricultura,Paro Industria,Paro Construcción,Paro Servicios,Paro Sin empleo Anterior,SUPERFICIE,PERIMETRO,LONGITUD_ETRS89,LATITUD_ETRS89,ALTITUD
    31072 Cintruénigo,31072,"Navarra, Comunidad Foral de",Navarra,7.69641902725815,3742,2194,128,423,2592,3070,409,0,559,492,919,8041,1577,5075,1389,4161,853,2662,646,3880,724,2413,743,435,27,38,83,21,140,126,46,67,21,192,109,3734.372,30437,-1.80709743,42.0826662,392.0
    31076 Cizur,31076,"Navarra, Comunidad Foral de",Navarra,5.130228887134964,1267,3033,16,60,1906,533,579,0,150,235,481,3884,924,2604,356,2000,454,1369,177,1884,470,1235,179,94,12,15,16,2,12,36,0,11,4,73,6,5249.937,54632,-1.71779566,42.79166992,455.0
    31077 Corella,31077,"Navarra, Comunidad Foral de",Navarra,9.632007903185972,4049,2105,194,455,2376,3284,319,0,613,715,889,8196,1425,5292,1479,4159,711,2752,696,4037,714,2540,783,496,21,56,94,25,140,160,76,82,33,214,91,8135.1897,51315,-1.78345908,42.11434499,370.0
    31078 Cortes,31078,"Navarra, Comunidad Foral de",Navarra,10.248815165876778,1688,2337,70,149,927,1567,96,0,199,99,275,3163,453,1995,715,1617,236,1043,338,1546,217,952,377,152,6,23,38,4,33,50,22,30,5,74,21,3653.76,29291,-1.42257856,41.92319674,255.0
    31088 Noáin (Valle de Elorz)/Noain (Elortzibar),31088,"Navarra, Comunidad Foral de",Navarra,5.15250222090613,3377,2134,80,258,2989,2094,1315,0,368,406,1163,8336,1916,5411,1009,4179,961,2731,487,4157,955,2680,522,402,24,55,72,27,80,144,1,40,29,289,43,4815.4544,35062,-1.56130558,42.73342707,490.0
    31097 Estella-Lizarra,31097,"Navarra, Comunidad Foral de",Navarra,9.84779497853519,7687,1700,377,962,4091,6045,1011,0,729,957,1121,13954,1931,8660,3363,6725,942,4273,1510,7229,989,4387,1853,745,36,104,138,41,209,217,27,77,42,508,91,1544.5846,23980,-2.03139856,42.67184949,421.0
    31098 Esteribar,31098,"Navarra, Comunidad Foral de",Navarra,8.573487031700289,1388,2364,30,112,1194,497,599,0,123,73,310,2796,571,1836,389,1450,298,964,188,1346,273,872,201,101,5,14,22,5,20,35,0,22,5,72,5,14913.28,75931,-1.50390693,42.93030806,625.0
    31101 Ezcabarte,31101,"Navarra, Comunidad Foral de",Navarra,5.250596658711217,838,2327,24,66,690,500,369,0,62,43,145,1809,283,1247,279,941,142,662,137,868,141,585,142,71,2,11,14,3,19,21,0,10,7,51,1,3415.942,28835,-1.62002202,42.85119996,546.0
    31104 Falces,31104,"Navarra, Comunidad Foral de",Navarra,18.816489361702125,1504,2120,72,177,782,1030,92,0,81,139,183,2308,314,1380,614,1185,167,746,272,1123,147,634,342,100,5,15,16,7,24,35,13,20,5,48,15,11537.94,47586,-1.79601993,42.38908041,295.0
    31105 Fitero,31105,"Navarra, Comunidad Foral de",Navarra,18.75,1248,1929,68,152,414,1041,98,0,170,135,217,2075,357,1168,550,1036,178,610,248,1039,179,558,302,118,1,9,23,5,44,35,28,18,6,32,34,4323.1418,33268,-1.85707158,42.05613815,420.0
    31107 Funes,31107,"Navarra, Comunidad Foral de",Navarra,9.762532981530343,1137,2498,36,95,772,1037,108,0,81,190,257,2446,411,1544,491,1304,218,843,243,1142,193,701,248,95,0,7,22,6,33,27,10,15,5,46,19,5247.48,42358,-1.80369223,42.31454701,315.0
    31108 Fustiñana,31108,"Navarra, Comunidad Foral de",Navarra,6.751054852320674,1185,2297,55,125,792,1125,132,0,117,105,226,2497,377,1519,601,1257,190,773,294,1240,187,746,307,65,3,5,16,5,11,28,5,12,0,37,11,6690.807,48598,-1.48535665,42.02164255,261.0
    31109 Galar,31109,"Navarra, Comunidad Foral de",Navarra,5.62685093780849,1013,2398,22,83,942,361,592,0,65,42,276,2278,471,1500,307,1186,245,789,152,1092,226,711,155,74,3,9,13,2,15,33,3,8,1,60,4,4118.2401,39287,-1.69930358,42.762149,551.0
    31122 Huarte/Uharte,31122,"Navarra, Comunidad Foral de",Navarra,5.650629641588634,3097,1922,122,266,3043,1442,1325,0,315,268,889,7282,1631,4755,896,3664,852,2443,369,3618,779,2312,527,310,10,47,50,17,80,106,3,41,9,238,18,386.21,9996,-1.58995332,42.83176032,441.0
    31131 Iza/Itza,31131,"Navarra, Comunidad Foral de",Navarra,7.402234636871509,716,2516,20,76,493,199,319,0,97,57,128,1293,242,834,217,699,137,428,134,594,105,406,83,36,1,2,11,0,5,16,0,8,0,27,2,5149.2684,47985,-1.72944687,42.8376635,443.0
    31138 Lakuntza,31138,"Navarra, Comunidad Foral de",Navarra,12.831858407079649,678,2053,47,79,363,606,89,0,43,34,149,1284,254,803,227,678,142,436,100,606,112,367,127,45,5,7,7,4,11,17,0,7,1,32,4,1111.6535,25098,-2.0231656,42.9214867,491.0
    31142 Larraga,31142,"Navarra, Comunidad Foral de",Navarra,22.265625,1280,2138,53,116,579,933,115,0,95,132,251,2105,412,1294,399,1112,196,706,210,993,216,588,189,81,8,13,12,6,21,21,9,11,6,34,21,7710.2774,42067,-1.84977328,42.55787795,383.0
    31149 Leitza,31149,"Navarra, Comunidad Foral de",Navarra,9.284731774415404,1454,1941,58,179,897,1438,123,0,133,107,322,3020,534,1768,718,1549,257,931,361,1471,277,837,357,65,5,6,18,3,15,21,4,9,6,48,1,5848.6277,38805,-1.91428701,43.08084609,473.0
    31152 Lerín,31152,"Navarra, Comunidad Foral de",Navarra,17.080745341614907,1288,1904,92,168,350,902,119,0,116,121,176,1784,260,1031,493,927,148,569,210,857,112,462,283,65,5,7,8,6,21,18,11,8,5,30,15,9815.8849,43679,-1.97254731,42.48311851,429.0
    31153 Lesaka,31153,"Navarra, Comunidad Foral de",Navarra,9.084302325581394,1376,2113,65,144,1054,1099,106,0,165,82,255,2761,439,1692,630,1404,231,867,306,1357,208,825,324,55,2,2,12,3,11,21,0,9,0,46,0,5556.1288,36679,-1.7027904,43.24676732,70.0
    31157 Lodosa,31157,"Navarra, Comunidad Foral de",Navarra,13.780397936624908,2714,1971,153,343,1492,2099,181,0,326,261,492,4851,782,3086,983,2467,390,1639,438,2384,392,1447,545,259,16,28,50,21,75,69,20,61,7,130,41,4534.4418,38064,-2.07864943,42.42309729,322.0
    31159 Lumbier,31159,"Navarra, Comunidad Foral de",Navarra,11.073446327683616,885,1630,51,148,494,475,143,0,71,31,86,1300,140,780,380,703,70,449,184,597,70,331,196,43,5,7,12,0,13,10,0,3,2,36,4,5738.2517,54180,-1.30738449,42.65286915,465.0
    31163 Marcilla,31163,"Navarra, Comunidad Foral de",Navarra,10.79429735234216,1473,2118,87,172,1348,745,149,0,162,180,278,2862,479,1794,589,1441,239,933,269,1421,240,861,320,102,7,7,15,2,29,40,2,26,4,58,13,2170.38,33168,-1.73862055,42.3252147,290.0
    31165 Mendavia,31165,"Navarra, Comunidad Foral de",Navarra,13.280212483399731,2259,1999,118,267,1171,1672,103,0,175,107,255,3483,459,2128,896,1767,252,1110,405,1716,207,1018,491,147,7,20,27,9,42,42,25,26,6,74,16,7810.49,43522,-2.20098023,42.44435213,362.0
    31169 Milagro,31169,"Navarra, Comunidad Foral de",Navarra,12.82660332541568,1684,2235,91,183,1211,1136,159,0,256,322,370,3454,638,2247,569,1795,332,1207,256,1659,306,1040,313,162,10,20,31,11,54,36,25,21,2,79,34,2857.42,29523,-1.76183995,42.2440359,310.0
    31173 Monteagudo,31173,"Navarra, Comunidad Foral de",Navarra,21.75226586102719,662,2219,29,56,299,502,38,0,127,71,66,1103,129,660,314,571,65,366,140,532,64,294,174,47,5,5,14,3,8,16,6,4,4,30,7,1083.6935,14748,-1.69194861,41.96273455,399.0
    31176 Murchante,31176,"Navarra, Comunidad Foral de",Navarra,9.53757225433526,2076,2413,64,201,1168,1638,417,0,290,149,470,4133,790,2647,696,2098,440,1341,317,2035,350,1306,379,271,8,34,42,5,86,96,32,31,10,151,47,1321.7087,19918,-1.65720572,42.02926813,322.0
    31189 Olazti/Olazagutía,31189,"Navarra, Comunidad Foral de",Navarra,17.449664429530202,894,1958,53,84,847,330,51,0,60,78,118,1484,215,912,357,750,119,471,160,734,96,441,197,69,8,11,11,4,16,20,1,18,3,36,13,1918.6601,23695,-2.19787261,42.87496609,548.0
    31191 Olite/Erriberri,31191,"Navarra, Comunidad Foral de",Navarra,18.33009708737864,2575,2210,100,261,1301,1572,381,0,191,196,366,4007,598,2595,814,2029,317,1341,371,1978,281,1254,443,153,6,19,23,7,33,65,5,22,4,108,15,8414.71,40624,-1.65145411,42.48010316,391.0
    31193 Cendea de Olza/Oltza Zendea,31193,"Navarra, Comunidad Foral de",Navarra,27.77777777777778,972,2305,25,73,839,387,356,0,83,32,168,1866,305,1236,325,924,156,630,138,942,149,606,187,69,1,10,16,4,16,22,3,14,6,44,4,4125.2647,34872,-1.74954919,42.81715508,499.0
    31201 Pamplona/Iruña,31201,"Navarra, Comunidad Foral de",Navarra,4.655923850529226,94761,1830,2665,8228,52105,88011,20871,0,10531,14891,17185,203596,28900,128958,45738,96134,14692,62759,18683,107462,14208,66199,27055,10316,531,1409,2222,499,2505,3150,177,903,491,7725,1020,2513.67,35675,-1.6451528,42.814102,450.0
    31202 Peralta/Azkoien,31202,"Navarra, Comunidad Foral de",Navarra,9.715302491103204,2810,2298,114,279,2329,2180,300,0,236,289,620,5954,1017,3849,1088,3013,532,1988,493,2941,485,1861,595,230,18,31,38,11,53,79,20,49,6,131,24,8835.74,49782,-1.79776868,42.33884603,290.0
    31206 Puente la Reina/Gares,31206,"Navarra, Comunidad Foral de",Navarra,15.156794425087108,1722,2127,67,180,1114,868,313,0,142,189,310,2936,511,1892,533,1513,277,984,252,1423,234,908,281,121,5,12,24,7,30,44,4,17,2,85,12,3970.7085,37243,-1.81406821,42.67218099,347.0
    31208 Ribaforada,31208,"Navarra, Comunidad Foral de",Navarra,16.847545219638242,1935,2481,38,150,1033,1749,178,0,196,202,351,3709,584,2411,714,1946,303,1313,330,1763,281,1098,384,197,5,17,49,8,40,78,36,35,5,108,15,2895.0844,28687,-1.50950675,41.99815564,255.0
    31215 San Adrián,31215,"Navarra, Comunidad Foral de",Navarra,10.06825938566553,2930,2113,163,270,2199,2530,229,0,461,318,648,6386,1064,4151,1171,3200,555,2118,527,3186,509,2033,644,302,15,33,70,16,92,76,48,58,7,142,47,2115.91,23767,-1.93482308,42.33213296,311.0
    31216 Sangüesa/Zangoza,31216,"Navarra, Comunidad Foral de",Navarra,11.09857035364936,2658,1950,155,318,1686,2215,234,0,246,163,367,4911,678,3061,1172,2501,360,1604,537,2410,318,1457,635,202,6,29,40,18,37,72,8,29,8,146,11,6802.9085,61329,-1.28258288,42.57528882,400.0
    31221 Doneztebe/Santesteban,31221,"Navarra, Comunidad Foral de",Navarra,12.549800796812749,1004,1822,52,128,577,641,180,0,80,146,194,1818,340,1160,318,905,163,594,148,913,177,566,170,51,3,7,9,5,17,10,1,7,1,35,2,868.7287,17417,-1.66924075,43.13151175,122.0
    31223 Sartaguda,31223,"Navarra, Comunidad Foral de",Navarra,17.063492063492063,756,2173,35,99,355,596,76,0,109,50,114,1301,179,793,329,683,91,444,148,618,88,349,181,62,2,8,12,5,18,16,14,9,3,24,12,1490.5889,17471,-2.0573235,42.38291056,337.0
    31224 Sesma,31224,"Navarra, Comunidad Foral de",Navarra,19.21182266009852,812,1961,57,113,300,572,71,0,51,63,91,1148,162,658,328,585,78,345,162,563,84,313,166,81,3,15,8,5,33,18,17,11,0,29,24,7132.9798,53814,-2.08486951,42.47589424,393.0
    31227 Tafalla,31227,"Navarra, Comunidad Foral de",Navarra,9.632446134347274,5523,1957,257,586,3664,4709,514,0,321,535,855,10598,1458,6713,2427,5268,759,3428,1081,5330,699,3285,1346,447,33,71,83,18,93,149,13,79,22,287,46,9808.3728,48826,-1.67714182,42.52831262,440.0
    31232 Tudela,31232,"Navarra, Comunidad Foral de",Navarra,6.603163403304521,17007,2054,543,1543,11189,14679,1950,0,2676,2730,3707,36931,6252,23949,6730,18218,3250,12029,2939,18713,3002,11920,3791,1759,70,191,355,85,468,590,65,214,70,1204,206,21505.9327,108589,-1.60578122,42.06346352,262.0
    31236 Ultzama,31236,"Navarra, Comunidad Foral de",Navarra,15.384615384615383,832,2533,25,68,517,776,164,0,36,60,119,1672,237,1044,391,859,125,551,183,813,112,493,208,32,4,8,3,5,6,10,4,8,1,21,2,9643.7304,46770,-1.69710478,42.97825552,563.0
    31249 Valtierra,31249,"Navarra, Comunidad Foral de",Navarra,10.693877551020408,1225,2351,47,140,749,1077,144,0,112,122,235,2439,384,1444,611,1222,194,744,284,1217,190,700,327,78,5,9,20,5,19,20,7,12,2,49,8,5027.11,47743,-1.63395077,42.19580564,265.0
    31250 Bera,31250,"Navarra, Comunidad Foral de",Navarra,10.272536687631026,1908,2020,80,219,1091,1739,117,0,215,235,389,3786,652,2352,782,1874,348,1178,348,1912,304,1174,434,55,3,11,11,2,10,19,0,10,4,41,3,3532.9573,31831,-1.68657262,43.28033923,35.0
    31251 Viana,31251,"Navarra, Comunidad Foral de",Navarra,12.797374897456931,2438,1911,147,332,1683,1292,133,0,561,223,451,4343,737,2664,942,2221,393,1371,457,2122,344,1293,485,207,13,21,37,5,70,61,23,25,10,116,33,7895.7775,54878,-2.37140346,42.51526446,470.0
    31254 Villafranca,31254,"Navarra, Comunidad Foral de",Navarra,12.917737789203084,1556,2149,73,177,839,1220,170,0,196,165,321,2911,531,1811,569,1491,291,943,257,1420,240,868,312,110,3,12,24,5,36,30,13,25,3,54,16,4682.45,35720,-1.75105568,42.27884419,292.0
    31257 Villatuerta,31257,"Navarra, Comunidad Foral de",Navarra,7.201309328968904,611,2154,18,58,546,301,168,0,87,43,116,1261,223,802,236,627,120,405,102,634,103,397,134,49,6,2,3,3,12,20,3,5,4,34,7,2381.0233,33974,-1.9926172,42.65963641,428.0
    31258 Villava/Atarrabia,31258,"Navarra, Comunidad Foral de",Navarra,4.355149181905679,4156,1931,111,329,3234,4046,1293,0,300,475,777,10125,1459,6666,2000,4936,719,3318,899,5189,740,3348,1101,471,30,54,102,32,104,149,7,54,17,357,36,105.9386,4190,-1.60645771,42.83016157,425.0
    31260 Valle de Yerri/Deierri,31260,"Navarra, Comunidad Foral de",Navarra,24.65156794425087,1148,2108,56,119,849,249,210,0,86,41,128,1563,221,923,419,807,111,500,196,756,110,423,223,56,4,8,15,4,11,16,2,9,4,41,4,25260.7348,159657,-2.0005221,42.72891269,538.0
    31902 Berrioplano/Berriobeiti,31902,"Navarra, Comunidad Foral de",Navarra,3.509979353062629,2906,2070,62,194,2605,814,1945,0,497,362,1225,7448,1999,4864,585,3792,1001,2510,281,3656,998,2354,304,266,10,35,45,14,79,83,2,24,15,189,35,2613.34,33714,-1.69315704,42.85259037,454.0
    31903 Berriozar,31903,"Navarra, Comunidad Foral de",Navarra,4.105011933174224,4190,1896,84,332,3453,2626,2150,0,476,755,1244,10704,2189,7125,1390,5360,1094,3636,630,5344,1095,3489,760,663,35,79,130,39,160,220,12,64,32,478,77,270.63,7159,-1.66943787,42.84403213,476.0
    31904 Irurtzun,31904,"Navarra, Comunidad Foral de",Navarra,7.713754646840148,1076,1920,57,105,684,845,238,0,158,126,247,2298,407,1491,400,1188,207,793,188,1110,200,698,212,124,6,11,26,6,40,35,5,9,1,91,17,374.4774,9070,-1.82803648,42.91831211,465.0
    31905 Beriáin,31905,"Navarra, Comunidad Foral de",Navarra,4.462712859659425,1703,2168,46,141,1523,1178,676,0,173,166,407,4123,739,2882,502,2025,349,1476,200,2098,390,1406,302,214,13,20,45,14,48,74,2,13,8,170,22,542.6923,9690,-1.64501289,42.73317924,498.0
    31906 Orkoien,31906,"Navarra, Comunidad Foral de",Navarra,3.70138017565872,1594,2302,33,100,1794,693,772,0,152,207,543,4162,992,2796,374,2100,525,1412,163,2062,467,1384,211,202,13,19,54,10,39,67,5,20,11,140,27,563.14,11192,-1.70467914,42.82369778,446.0
    31907 Zizur Mayor/Zizur Nagusia,31907,"Navarra, Comunidad Foral de",Navarra,3.4940366201915,5953,2086,133,394,5210,5098,2119,0,613,529,1627,15197,2597,10627,1973,7435,1290,5212,933,7762,1307,5415,1040,575,34,89,105,26,142,179,5,51,13,463,43,505.3658,12452,-1.69502829,42.7934296,467.0
    31908 Lekunberri,31908,"Navarra, Comunidad Foral de",Navarra,10.102156640181612,881,1987,23,100,632,452,128,0,134,68,203,1617,349,1038,230,826,186,538,102,791,163,500,128,45,0,3,8,5,16,16,3,6,3,33,1,670.533,13515,-1.895582503,43.00522466,568.0
    01001 Alegría-Dulantzi,1001,País Vasco,Araba/Álava,5.891472868217054,1290,1973,52,148,1343,652,244,68,221,101,294,2924,593,1968,363,1518,320,1027,171,1406,273,941,192,167,5,17,46,3,46,49,3,18,10,115,21,1994.5872,35069,-2.51243731,42.83981158,568.0
    01002 Amurrio,1002,País Vasco,Araba/Álava,7.187563093074904,4953,1846,193,465,2782,4888,472,396,324,357,1076,10295,1667,6309,2319,5085,880,3156,1049,5210,787,3153,1270,754,41,98,158,25,183,249,12,96,40,480,126,9629.68,65381,-3.00007326,43.05427776,219.0
    01003 Aramaio,1003,País Vasco,Araba/Álava,16.208791208791208,728,2281,12,51,716,456,22,90,19,30,123,1456,228,897,331,753,117,465,171,703,111,432,160,5,3,0,0,0,0,0,0,0,0,1,0,7308.96,42097,-2.56540037,43.05119653,333.0
    01004 Artziniega,1004,País Vasco,Araba/Álava,14.02116402116402,1134,1933,58,148,739,538,55,153,76,33,212,1806,324,1146,336,887,170,574,143,919,154,572,193,108,6,11,26,3,25,37,4,9,6,69,22,2728.73,22886,-3.12791718,43.12084358,210.0
    01008 Arratzua-Ubarrundia,1008,País Vasco,Araba/Álava,9.04059040590406,542,2540,18,58,362,315,196,29,25,20,66,1013,135,661,217,549,79,359,111,464,56,302,106,31,3,5,8,0,8,12,3,5,0,22,3,5753.18,67180,-2.63878816,42.89116171,528.0
    01009 Asparrena,1009,País Vasco,Araba/Álava,15.186500888099468,1126,1768,60,145,633,546,154,38,69,60,133,1633,221,1083,329,829,101,577,151,804,120,506,178,70,3,12,21,5,13,18,4,9,2,52,5,6510.76,53754,-2.31670754,42.88968768,602.0
    01010 Ayala/Aiara,1010,País Vasco,Araba/Álava,14.156431803490626,1547,2338,50,131,1273,828,301,174,59,31,284,2950,526,1894,530,1502,271,970,261,1448,255,924,269,111,6,15,25,6,17,42,1,13,2,86,10,14096.94,64211,-3.04306746,43.07768283,306.0
    01017 Campezo/Kanpezu,1017,País Vasco,Araba/Álava,23.236514522821576,964,1751,52,130,347,395,126,24,72,30,86,1080,144,678,258,578,69,383,126,502,75,295,132,48,5,5,9,0,12,19,4,8,0,30,8,8536.0875,53461,-2.35207693,42.66971209,578.0
    01018 Zigoitia,1018,País Vasco,Araba/Álava,7.172131147540983,976,2648,34,69,680,503,354,41,43,36,147,1804,267,1148,389,974,144,618,212,830,123,530,177,53,5,7,12,5,4,21,5,9,1,38,5,10209.12,48687,-2.73033002,42.96210609,585.0
    01028 Labastida/Bastida,1028,País Vasco,Araba/Álava,16.212043232115285,1943,1044,244,506,464,505,87,95,156,66,156,1529,276,932,321,788,138,482,168,741,138,450,153,87,5,7,19,5,36,19,16,8,5,50,11,3810.73,35903,-2.793199,42.590217,555.0
    01031 Laguardia,1031,País Vasco,Araba/Álava,16.0,1375,1647,116,248,463,607,70,21,132,58,118,1469,204,946,319,758,110,494,154,711,94,452,165,32,0,6,9,0,10,7,2,5,3,19,4,8093.55,84606,-2.58411693,42.55236655,630.0
    01036 Laudio/Llodio,1036,País Vasco,Araba/Álava,6.765163297045102,9002,1777,303,863,5002,9419,486,693,424,540,1440,18005,2422,10931,4652,8756,1260,5475,2021,9249,1162,5456,2631,1147,43,163,271,47,269,354,27,167,39,750,164,3773.43,27543,-2.96256495,43.1425188,123.0
    01042 Okondo,1042,País Vasco,Araba/Álava,9.715242881072026,597,2093,23,59,262,575,68,97,41,28,124,1195,215,784,196,626,110,423,93,569,105,361,103,53,5,5,16,0,10,18,3,8,1,36,6,2985.26,34670,-3.019026823,43.1615513,135.0
    01043 Oyón-Oion,1043,País Vasco,Araba/Álava,13.492063492063492,1890,1865,113,263,1259,1003,75,34,513,144,427,3455,725,2184,546,1755,379,1141,235,1700,346,1043,311,256,14,31,44,18,71,78,32,21,8,136,59,4517.7474,42025,-2.436788,42.506067,435.0
    01054 Urkabustaiz,1054,País Vasco,Araba/Álava,13.732004429678849,903,1732,50,131,540,333,166,82,85,54,157,1417,265,940,212,735,125,500,110,682,140,440,102,72,5,9,18,2,16,22,0,8,3,52,9,6084.96,37118,-2.90661046,42.95304046,633.0
    01055 Valdegovía/Gaubea,1055,País Vasco,Araba/Álava,23.42995169082126,1242,1432,74,218,319,345,182,50,76,26,49,1047,98,651,298,567,43,368,156,480,55,283,142,40,5,7,14,5,5,12,5,9,3,23,1,23823.44,104568,-3.09884417,42.84756896,552.0
    01058 Legutio,1058,País Vasco,Araba/Álava,7.357212003872217,1033,1908,40,114,714,521,255,77,118,115,192,1993,316,1324,353,1055,160,719,176,938,156,605,177,119,1,12,34,4,36,30,2,9,5,85,17,4586.0,37278,-2.64255929,42.9798744,570.0
    01059 Vitoria-Gasteiz,1059,País Vasco,Araba/Álava,4.089175907152929,119853,1653,3471,11951,67738,126612,4734,4065,12770,13165,23865,252953,39040,159486,54427,123116,20099,79312,23705,129837,18941,80174,30722,14250,609,1980,3046,571,3728,4316,295,1202,675,10044,2034,27698.39,112139,-2.67275685,42.85058789,539.0
    01063 Zuia,1063,País Vasco,Araba/Álava,12.993920972644377,1316,2395,31,107,986,677,369,70,62,31,123,2319,292,1569,458,1212,160,825,227,1107,132,744,231,64,9,4,17,2,12,20,5,3,3,52,5,12257.74,49627,-2.81862854,42.95597763,617.0
    01901 Iruña Oka/Iruña de Oca,1901,País Vasco,Araba/Álava,7.0229956494717225,1609,2157,59,154,1414,761,482,113,250,108,341,3471,635,2402,434,1830,309,1285,236,1641,326,1117,198,174,13,21,34,1,57,45,4,19,4,114,33,5323.5,35088,-2.8147543,42.81819126,502.0
    20005 Alegia,20005,País Vasco,Gipuzkoa,7.923169267707082,833,2242,26,75,585,682,148,6,69,110,159,1759,297,1098,364,908,161,574,173,851,136,524,191,72,6,9,18,2,29,8,5,12,2,32,21,768.4321,17557,-2.09931411,43.10024762,96.0
    20009 Andoain,20009,País Vasco,Gipuzkoa,6.662727138425173,6769,2013,179,540,5765,5581,1001,63,428,510,1270,14618,2314,8854,3450,7220,1159,4566,1495,7398,1155,4288,1955,619,34,93,142,33,143,174,10,82,28,422,77,2717.0934,28446,-2.01998488,43.21980681,69.0
    20010 Anoeta,20010,País Vasco,Gipuzkoa,10.08869179600887,902,1879,43,98,630,758,303,16,61,70,240,2078,383,1334,361,1071,208,691,172,1007,175,643,189,90,6,11,17,5,17,36,2,14,1,61,10,413.1029,10627,-2.07074006,43.16125092,76.0
    20011 Antzuola,20011,País Vasco,Gipuzkoa,5.826170009551098,1047,1950,32,91,855,809,123,29,34,34,197,2081,371,1273,437,1040,178,660,202,1041,193,613,235,56,5,9,11,5,18,9,1,18,2,24,9,2772.7338,23373,-2.381146,43.09868,231.17
    20013 Aretxabaleta,20013,País Vasco,Gipuzkoa,5.501519756838906,3290,1767,114,356,2484,2904,492,133,185,242,663,7103,1178,4352,1573,3565,630,2232,703,3538,548,2120,870,196,10,36,42,6,48,54,4,42,6,118,27,2690.87,29928,-2.50292256,43.03338141,248.0
    20014 Asteasu,20014,País Vasco,Gipuzkoa,7.803468208092486,692,2397,24,65,637,493,190,5,38,57,132,1552,265,1018,269,798,128,530,140,754,137,488,129,43,4,10,10,3,9,9,0,9,5,29,4,1675.8952,23505,-2.09703,43.19336,100.0
    20015 Ataun,20015,País Vasco,Gipuzkoa,15.349887133182843,886,2688,24,66,639,590,165,10,44,53,189,1690,341,964,385,871,180,506,185,819,161,458,200,43,1,2,12,2,9,16,1,6,2,30,5,5887.06,43156,-2.17737085,43.00673574,197.0
