iter	RMSE
595	2.15154072
596	2.147864725
597	2.146743996
598	2.14417137
599	2.141509638
600	2.137196682
601	2.134264817
602	2.131709573
603	2.129085099
604	2.126115698
605	2.122005459
606	2.11873132
607	2.11479341
608	2.113427303
609	2.110865366
610	2.109110801
611	2.10662131
612	2.105174963
613	2.103962195
614	2.103565966
615	2.100918327
616	2.099117977
617	2.095990475
618	2.093642123
619	2.092554834
620	2.090960146
621	2.089399126
622	2.087447378
623	2.085555464
624	2.081937948
625	2.079817812
626	2.078603177
627	2.076554742
628	2.075256957
629	2.07327746
630	2.069136574
631	2.067439699
632	2.064869198
633	2.062348861
634	2.058647802
635	2.057134174
636	2.055581714
637	2.054283009
638	2.052484885
639	2.051559219
640	2.049724147
641	2.047934273
642	2.046156201
643	2.042476444
644	2.040341238
645	2.03846555
646	2.037097642
647	2.034693178
648	2.031854097
649	2.029623193
650	2.026900223
651	2.025321296
652	2.023692466
653	2.020656498
654	2.017623279
655	2.013205627
656	2.010171462
657	2.007189958
658	2.004562192
659	2.002398567
660	2.00053319
661	1.998975699
662	1.997064211
663	1.996076174
664	1.993630643
665	1.992588371
666	1.991080435
667	1.988703237
668	1.986227308
669	1.984345299
670	1.982750665
671	1.98137876
672	1.979572735
673	1.977095204
674	1.975701762
675	1.971985621
676	1.970054901
677	1.968462076
678	1.96606637
679	1.964475076
680	1.96343695
681	1.961067626
682	1.958756987
683	1.956773642
684	1.953110354
685	1.950938457
686	1.950052268
687	1.948477919
688	1.947031415
689	1.943961623
690	1.942190518
691	1.939834765
692	1.937384009
693	1.93423656
694	1.931093765
695	1.928369721
696	1.926500095
697	1.925005973
698	1.923305333
699	1.922549741
700	1.920094047
701	1.918032816
702	1.916425268
703	1.913486976
704	1.911471654
705	1.910427682
706	1.908218859
707	1.906606198
708	1.904165109
709	1.902694427
710	1.901697528
711	1.898607626
712	1.89640571
713	1.894339946
714	1.892389816
715	1.891445719
716	1.890615728
717	1.889587799
718	1.888569617
719	1.886344723
720	1.883583372
721	1.880856834
722	1.880317565
723	1.878904166
724	1.877347155
725	1.875385492
726	1.872801738
727	1.870545029
728	1.868372979
729	1.866664944
730	1.864523955
731	1.861852781
732	1.860363553
733	1.859032399
734	1.858010257
735	1.856307138
736	1.854216748
737	1.851866464
738	1.849317254
739	1.846827864
740	1.844007339
741	1.841517081
742	1.840090846
743	1.839348798
744	1.838445763
745	1.835784251
746	1.835221658
747	1.832789701
748	1.830489754
749	1.826931329
750	1.825941343
751	1.823092524
752	1.819419435
753	1.81835473
754	1.815720304
755	1.813312281
756	1.812445197
757	1.810278516
758	1.806699578
759	1.804482491
760	1.801841377
761	1.800513366
762	1.798753986
763	1.796885498
764	1.794382222
765	1.792506729
766	1.789705743
767	1.787690275
768	1.786250481
769	1.783984139
770	1.781696454
771	1.778887928
772	1.775364488
773	1.774505216
774	1.773744094
775	1.771601929
776	1.767782826
777	1.766253185
778	1.765180918
779	1.762700401
780	1.759674915
781	1.758478122
782	1.756926682
783	1.754680593
784	1.753381796
785	1.752430429
786	1.750225155
787	1.748895276
788	1.747080078
789	1.745244561
790	1.744213841
791	1.741393974
792	1.739672301
793	1.737814148
794	1.73739289
795	1.73546227
796	1.733823012
797	1.732307069
798	1.73051741
799	1.728300949
800	1.725411124
801	1.722880585
802	1.720908715
803	1.719941238
804	1.718980564
805	1.717859343
806	1.716892612
807	1.714964155
808	1.713802139
809	1.712049562
810	1.711538006
811	1.710558318
812	1.70775187
813	1.706988304
814	1.704898833
815	1.704090976
816	1.7021716
817	1.699928303
818	1.697452812
819	1.69588932
820	1.694375715
821	1.693805299
822	1.692043406
823	1.688809208
824	1.686964196
825	1.684281501
826	1.682118093
827	1.681424303
828	1.679281216
829	1.678364237
830	1.677415592
831	1.673886361
832	1.672628165
833	1.670984167
834	1.669294855
835	1.668016326
836	1.666226115
837	1.664590588
838	1.662367939
839	1.66033036
840	1.658772805
841	1.65763742
842	1.656386817
843	1.653721777
844	1.650570501
845	1.648332098
846	1.647447155
847	1.645809712
848	1.643316584
849	1.64004654
850	1.639387784
851	1.63607182
852	1.633696074
853	1.632423421
854	1.631178709
855	1.628720863
856	1.627531805
857	1.625686785
858	1.62187947
859	1.620690049
860	1.619590889
861	1.616983506
862	1.615276261
863	1.613288809
864	1.612544614
865	1.611980624
866	1.611193038
867	1.609358454
868	1.607991183
869	1.607262496
870	1.606394374
871	1.60410071
872	1.602843767
873	1.601170639
874	1.600460705
875	1.598153901
876	1.595868239
877	1.594470808
878	1.593451985
879	1.591937003
880	1.590491572
881	1.588552626
882	1.586983959
883	1.585163769
884	1.584214797
885	1.582859693
886	1.581437384
887	1.578762674
888	1.577029738
889	1.575770297
890	1.573897776
891	1.572162702
892	1.570431102
893	1.56857241
894	1.565955243
895	1.56465049
896	1.563866085
897	1.562678346
898	1.561133324
899	1.558288503
900	1.557274768
901	1.555782254
902	1.553324316
903	1.551417593
904	1.548785746
905	1.547332951
906	1.546232387
907	1.544181798
908	1.542991208
909	1.541133488
910	1.539829439
911	1.536747266
912	1.534488676
913	1.533535249
914	1.53216752
915	1.530074733
916	1.528975118
917	1.527402586
918	1.525493438
919	1.524598556
920	1.522187136
921	1.520412307
922	1.519266565
923	1.517423579
924	1.515292231
925	1.514454089
926	1.514017075
927	1.512362931
928	1.510339327
929	1.508476887
930	1.507285694
931	1.506494971
932	1.505169129
933	1.503056554
934	1.501710025
935	1.500822769
936	1.499070051
937	1.497997948
938	1.496566611
939	1.494822243
940	1.492439395
941	1.491613125
942	1.490324192
943	1.489300352
944	1.488372026
945	1.48777196
946	1.486334653
947	1.483296817
948	1.482430906
949	1.481554718
950	1.479511875
951	1.478559219
952	1.477393071
953	1.47434836
954	1.473828375
955	1.47230604
956	1.470755493
957	1.46938211
958	1.467073567
959	1.464697763
960	1.463915155
961	1.462207667
962	1.460983422
963	1.459662062
964	1.45713564
965	1.455736546
966	1.455258102
967	1.454688449
968	1.453238303
969	1.45257817
970	1.451469832
971	1.450756565
972	1.448667553
973	1.44782941
974	1.445063367
975	1.443643331
976	1.44233643
977	1.441633916
978	1.439502878
979	1.438709857
980	1.437011229
981	1.435757283
982	1.43406339
983	1.432174964
984	1.43041478
985	1.428518313
986	1.427071435
987	1.42635475
988	1.424807256
989	1.423191729
990	1.422528361
991	1.421085062
992	1.419699827
993	1.418403429
994	1.417566705
995	1.415862362
996	1.414762508
997	1.41276783
998	1.410852902
999	1.408040745
