iter	Passed	Remaining
698	1488	640
699	1489	638
700	1492	636
701	1494	634
702	1496	632
703	1498	630
704	1500	627
705	1502	625
706	1504	623
707	1505	620
708	1507	618
709	1509	616
710	1511	614
711	1513	612
712	1515	609
713	1516	607
714	1518	605
715	1520	603
716	1523	601
717	1525	599
718	1527	596
719	1528	594
720	1530	592
721	1532	590
722	1534	587
723	1535	585
724	1537	583
725	1539	581
726	1541	578
727	1543	576
728	1545	574
729	1547	572
730	1549	570
731	1550	567
732	1552	565
733	1554	563
734	1557	561
735	1559	559
736	1561	557
737	1563	555
738	1565	552
739	1567	550
740	1569	548
741	1572	546
742	1574	544
743	1576	542
744	1578	540
745	1580	538
746	1582	535
747	1583	533
748	1585	531
749	1588	529
750	1589	527
751	1591	524
752	1593	522
753	1595	520
754	1596	518
755	1598	516
756	1600	513
757	1602	511
758	1604	509
759	1606	507
760	1608	505
761	1611	503
762	1613	501
763	1615	498
764	1617	496
765	1619	494
766	1621	492
767	1623	490
768	1625	488
769	1626	485
770	1628	483
771	1630	481
772	1632	479
773	1635	477
774	1637	475
775	1638	473
776	1640	470
777	1642	468
778	1644	466
779	1645	464
780	1647	462
781	1649	459
782	1651	457
783	1653	455
784	1655	453
785	1656	451
786	1658	448
787	1660	446
788	1661	444
789	1663	442
790	1665	440
791	1667	438
792	1669	435
793	1671	433
794	1673	431
795	1674	429
796	1676	427
797	1678	424
798	1680	422
799	1682	420
800	1684	418
801	1686	416
802	1687	414
803	1689	411
804	1691	409
805	1692	407
806	1694	405
807	1696	403
808	1698	400
809	1700	398
810	1701	396
811	1703	394
812	1705	392
813	1707	390
814	1709	388
815	1711	385
816	1713	383
817	1715	381
818	1717	379
819	1718	377
820	1720	375
821	1722	372
822	1724	370
823	1726	368
824	1727	366
825	1729	364
826	1732	362
827	1733	360
828	1735	357
829	1737	355
830	1739	353
831	1740	351
832	1742	349
833	1744	347
834	1746	345
835	1748	342
836	1750	340
837	1751	338
838	1753	336
839	1755	334
840	1757	332
841	1759	330
842	1760	327
843	1763	325
844	1765	323
845	1766	321
846	1768	319
847	1770	317
848	1772	315
849	1773	313
850	1775	310
851	1777	308
852	1779	306
853	1781	304
854	1783	302
855	1784	300
856	1786	298
857	1788	295
858	1790	293
859	1791	291
860	1793	289
861	1796	287
862	1798	285
863	1800	283
864	1802	281
865	1804	279
866	1806	277
867	1807	274
868	1809	272
869	1812	270
870	1813	268
871	1815	266
872	1817	264
873	1819	262
874	1820	260
875	1822	257
876	1824	255
877	1826	253
878	1828	251
879	1830	249
880	1831	247
881	1833	245
882	1835	243
883	1837	241
884	1838	238
885	1840	236
886	1842	234
887	1844	232
888	1846	230
889	1848	228
890	1849	226
891	1851	224
892	1853	222
893	1855	219
894	1856	217
895	1859	215
896	1861	213
897	1863	211
898	1865	209
899	1867	207
900	1870	205
901	1872	203
902	1874	201
903	1876	199
904	1878	197
905	1880	195
906	1881	192
907	1883	190
908	1885	188
909	1887	186
910	1889	184
911	1891	182
912	1893	180
913	1894	178
914	1896	176
915	1898	174
916	1900	171
917	1902	169
918	1904	167
919	1906	165
920	1908	163
921	1910	161
922	1912	159
923	1914	157
924	1916	155
925	1918	153
926	1920	151
927	1922	149
928	1924	147
929	1926	144
930	1927	142
931	1929	140
932	1931	138
933	1933	136
934	1934	134
935	1936	132
936	1938	130
937	1940	128
938	1942	126
939	1944	124
940	1945	122
941	1947	119
942	1949	117
943	1950	115
944	1952	113
945	1954	111
946	1956	109
947	1958	107
948	1960	105
949	1961	103
950	1963	101
951	1965	99
952	1967	97
953	1969	94
954	1971	92
955	1973	90
956	1974	88
957	1976	86
958	1978	84
959	1980	82
960	1982	80
961	1984	78
962	1986	76
963	1988	74
964	1989	72
965	1991	70
966	1993	68
967	1995	65
968	1996	63
969	1999	61
970	2001	59
971	2003	57
972	2005	55
973	2007	53
974	2009	51
975	2011	49
976	2013	47
977	2015	45
978	2017	43
979	2019	41
980	2020	39
981	2022	37
982	2024	35
983	2026	32
984	2027	30
985	2029	28
986	2031	26
987	2033	24
988	2035	22
989	2037	20
990	2039	18
991	2040	16
992	2042	14
993	2044	12
994	2046	10
995	2047	8
996	2049	6
997	2051	4
998	2053	2
999	2055	0
